id,slug,bucket,cross_book_dup,grounded_signals,hallucination_tells,dup_windows,max_fanout,ctx_len,reasoning,title
2353,jekel-loves-hyde,GROUNDED,1,named-org,,6,7,500,"signals: named-org; cross-book-dup (6 windows, max fan-out 7)",Jekel Loves Hyde
2357,kendra,GROUNDED,0,named-org,,0,0,576,signals: named-org,Kendra
2361,king-dork,GROUNDED,1,named-org,,7,7,608,"signals: named-org; cross-book-dup (7 windows, max fan-out 7)",King Dork
2369,lets-go-swimming-on-doomsday,GROUNDED,0,named-org|quant-claim,,0,0,534,"signals: named-org, quant-claim",Let's Go Swimming on Doomsday
2373,life-of-pi,GROUNDED,1,named-org,broader trend,6,9,557,"signals: named-org; cross-book-dup (6 windows, max fan-out 9)",Life of Pi
2381,love-in-the-time-of-cholera,GROUNDED,0,named-org,,0,0,435,signals: named-org,Love in the Time of Cholera
2405,nearly-found,GROUNDED,1,quant-claim,,6,4,454,"signals: quant-claim; cross-book-dup (6 windows, max fan-out 4)",Nearly Found
2427,not-after-everything,THIN,0,,,0,0,116,"no signals, no tells (len=116)",Not After Everything
2445,painting-the-black,THIN,0,,,0,0,240,"no signals, no tells (len=240)",Painting the Black
2455,poison-study,THIN,0,,,0,0,251,"no signals, no tells (len=251)",Poison Study
2467,princess-in-the-spotlight,THIN,0,,,0,0,121,"no signals, no tells (len=121)",Princess in the Spotlight
2475,prom,GROUNDED,1,named-org,broader trend,5,8,367,"signals: named-org; cross-book-dup (5 windows, max fan-out 8)",Prom
2479,red-kayak,GROUNDED,1,quant-claim,broader trend,8,8,990,"signals: quant-claim; cross-book-dup (8 windows, max fan-out 8)",Red Kayak
2485,room,THIN,0,,,0,0,585,"no signals, no tells (len=585)",Room
2513,silent-to-the-bone,THIN,0,,,0,0,347,"no signals, no tells (len=347)",Silent to the Bone
2584,the-rag-and-bone-shop,THIN,0,,,0,0,350,"no signals, no tells (len=350)",The Rag and Bone Shop
2585,the-rescue,GROUNDED,0,quant-claim,ongoing debates over,0,0,660,signals: quant-claim,The Rescue
2598,the-testing,GROUNDED,1,named-org,broader trend,1,3,264,"signals: named-org; cross-book-dup (1 windows, max fan-out 3)",The Testing
2600,the-truth-and-lies-of-ella-black,THIN,0,,,0,0,227,"no signals, no tells (len=227)",The Truth and Lies of Ella Black
2610,this-lullaby,GROUNDED,1,quant-claim,broader trend | This reflects,7,8,1035,"signals: quant-claim; cross-book-dup (7 windows, max fan-out 8)",This Lullaby
2613,tomorrow-when-the-war-began,GROUNDED,0,quant-claim,broader trend | deemed inappropriate | deemed inappropriate for students,0,0,590,signals: quant-claim,"Tomorrow, When the War Began"
2624,what-happened-to-goodbye,GROUNDED,1,quant-claim,broader trend,11,4,512,"signals: quant-claim; cross-book-dup (11 windows, max fan-out 4)",What Happened to Goodbye
2644,my-dark-vanessa,THIN,0,,,0,0,152,"no signals, no tells (len=152)",My Dark Vanessa
2650,assassination-classroom-vol-12,GROUNDED,0,named-org,,0,0,339,signals: named-org,"Assassination Classroom, Vol. 12"
2653,assassination-classroom-vol-15,THIN,0,,,0,0,502,"no signals, no tells (len=502)","Assassination Classroom, Vol. 15"
2654,assassination-classroom-vol-16,GROUNDED,1,named-org,broader trend | ongoing debate over,4,3,1503,"signals: named-org; cross-book-dup (4 windows, max fan-out 3)","Assassination Classroom, Vol. 16"
2657,assassination-classroom-vol-19,THIN,0,,,0,0,386,"no signals, no tells (len=386)","Assassination Classroom, Vol. 19"
2687,wings,THIN,0,,,0,0,403,"no signals, no tells (len=403)",Wings
2712,survivor,GROUNDED,1,quant-claim,broader trend,4,8,525,"signals: quant-claim; cross-book-dup (4 windows, max fan-out 8)",Survivor
2714,the-nighthouse-keeper,THIN,0,,,0,0,277,"no signals, no tells (len=277)",The Nighthouse Keeper
2721,a-time-to-kill,THIN,0,,,0,0,403,"no signals, no tells (len=403)",A Time to Kill
2730,does-my-head-look-big-in-this,GROUNDED,0,named-org,,0,0,489,signals: named-org,Does My Head Look Big in This?
2739,long-way-down,GROUNDED,0,named-org,,0,0,471,signals: named-org,Long Way Down
2742,lying-out-loud-a-companion-to-the-duff,THIN,0,,,0,0,290,"no signals, no tells (len=290)",Lying Out Loud: A Companion to The DUFF
2748,outlaw-girl-of-sherwood-forest,THIN,0,,,0,0,481,"no signals, no tells (len=481)",Outlaw Girl of Sherwood Forest
2755,rowan-hood-returns-the-final-chapter,GROUNDED,0,quant-claim,,0,0,316,signals: quant-claim,Rowan Hood Returns: The Final Chapter
2767,the-best-man,GROUNDED,0,named-org|quant-claim,,0,0,482,"signals: named-org, quant-claim",The Best Man
2770,the-egypt-game,THIN,0,,,0,0,495,"no signals, no tells (len=495)",The Egypt Game
2784,to-be-a-slave,GROUNDED,0,named-org,,0,0,522,signals: named-org,To Be a Slave
2796,living-dead-in-dallas,GROUNDED,1,quant-claim,,11,4,276,"signals: quant-claim; cross-book-dup (11 windows, max fan-out 4)",Living Dead in Dallas
2808,laid-young-peoples-experience-with-sex-in-an-easy-access-culture,GROUNDED,1,named-org,,3,7,581,"signals: named-org; cross-book-dup (3 windows, max fan-out 7)",Laid: Young People's Experience with Sex in an Easy-Access Culture
2810,the-casual-vacancy,GROUNDED,0,named-org,,0,0,499,signals: named-org,The Casual Vacancy
2812,the-summer-of-owen-todd,GROUNDED,0,named-org,,0,0,558,signals: named-org,The Summer of Owen Todd
2816,life-as-we-knew-it,GROUNDED,0,named-org|quant-claim,,0,0,476,"signals: named-org, quant-claim",Life As We Knew It
2818,little-rock-girl-how-a-photograph-changed-the-gight-for-integration,THIN,0,,,0,0,512,"no signals, no tells (len=512)",Little Rock Girl: How A Photograph Changed the Gight for Integration
2820,narrative-of-the-life-of-frederick-douglass,GROUNDED,0,named-org,,0,0,561,signals: named-org,Narrative of the Life of Frederick Douglass
2824,the-immortal-life-of-henrietta-lacks,GROUNDED,0,named-org,,0,0,508,signals: named-org,The Immortal Life of Henrietta Lacks
2830,one-true-way,GROUNDED,0,named-org,,0,0,538,signals: named-org,One True Way
2898,anything-but-fine,THIN,0,,,0,0,237,"no signals, no tells (len=237)",Anything But Fine
2916,atrocities-in-action,THIN,0,,,0,0,250,"no signals, no tells (len=250)",Atrocities in Action
2948,breathe-journeys-to-healthy-binding,THIN,0,,,0,0,403,"no signals, no tells (len=403)",Breathe: Journeys to Healthy Binding
2972,ciel-in-all-directions,THIN,0,,,0,0,226,"no signals, no tells (len=226)",Ciel in All Directions
2974,click-vol-1,THIN,0,,,0,0,217,"no signals, no tells (len=217)","Click, Vol. 1"
2980,click-vol-5,THIN,0,,,0,0,279,"no signals, no tells (len=279)","Click, Vol. 5"
3308,uncomfortable-conversations-with-a-black-boy,THIN,0,,,0,0,221,"no signals, no tells (len=221)",Uncomfortable Conversations with a Black Boy
3325,what-is-anti-racism,THIN,0,,,0,0,266,"no signals, no tells (len=266)",What is Anti-Racism
3330,what-we-see-women-and-nonbinary-perspectives-through-the-lens,GROUNDED,0,named-org,broader trend,0,0,404,signals: named-org,What We See: Women and Nonbinary Perspectives Through the Lens
3341,who-are-you-the-kids-guide-to-gender-identity,THIN,0,,,0,0,312,"no signals, no tells (len=312)",Who Are You? The Kid's Guide to Gender Identity
3356,how-can-teen-pregnancy-be-reduced,THIN,0,,,0,0,243,"no signals, no tells (len=243)",How Can Teen Pregnancy Be Reduced
3376,cantarella-vol-6,THIN,0,,,0,0,227,"no signals, no tells (len=227)","Cantarella, Vol. 6"
3409,the-walking-dead-a-continuing-story-of-survival-horror-book-10,GROUNDED,1,quant-claim,broader trend,4,8,542,"signals: quant-claim; cross-book-dup (4 windows, max fan-out 8)","The Walking Dead: A Continuing Story of Survival Horror, Book 10"
3589,hamlet,THIN,0,,,0,0,410,"no signals, no tells (len=410)",Hamlet
3592,constitutional-law-amnon-rubinstein,THIN,0,,,0,0,393,"no signals, no tells (len=393)",Constitutional Law
3593,august-1914,THIN,0,,,0,0,306,"no signals, no tells (len=306)","August, 1914"
3596,and-quiet-flows-the-don,THIN,0,,,0,0,162,"no signals, no tells (len=162)",And Quiet Flows the Don
3597,virgin-ground-upturned,THIN,0,,,0,0,296,"no signals, no tells (len=296)",Virgin Ground Upturned
3598,the-young-guardia,THIN,0,,,0,0,281,"no signals, no tells (len=281)",The Young Guardia
3784,kite,THIN,0,,,0,0,327,"no signals, no tells (len=327)",Kite
3796,leonardo-da-vinci,THIN,0,,,0,0,352,"no signals, no tells (len=352)",Leonardo Da Vinci
3857,mysteries-of-history,THIN,0,,,0,0,241,"no signals, no tells (len=241)",Mysteries of History
3859,mystics-and-psychics,THIN,0,,,0,0,291,"no signals, no tells (len=291)",Mystics and Psychics
3876,photocraft,GROUNDED,0,named-org|quant-claim,,0,0,866,"signals: named-org, quant-claim",Photocraft
3881,practical-photography,GROUNDED,0,named-org,broader trend,0,0,466,signals: named-org,Practical Photography
3930,the-buddha-and-buddhism,THIN,0,,,0,0,229,"no signals, no tells (len=229)",The Buddha and Buddhism
3935,the-complete-kodak-book-of-photography,THIN,0,,,0,0,328,"no signals, no tells (len=328)",The Complete Kodak Book of Photography
3982,the-media-the-impact-on-our-lives,THIN,0,,,0,0,191,"no signals, no tells (len=191)",The Media: The Impact on Our Lives
3987,the-nervous-system,GROUNDED,0,quant-claim,,0,0,265,signals: quant-claim,The Nervous System
4047,virtue-vengeance,THIN,0,,,0,0,349,"no signals, no tells (len=349)",Virtue & Vengeance
4197,goya,GROUNDED,1,named-org,broader trend,2,9,603,"signals: named-org; cross-book-dup (2 windows, max fan-out 9)",Goya
4377,the-encyclopedia-of-sculpting-techniques,THIN,0,,,0,0,313,"no signals, no tells (len=313)",The Encyclopedia of Sculpting Techniques
4739,the-complete-persepolis-volumes-1-and-2,THIN,0,,,0,0,285,"no signals, no tells (len=285)",The Complete Persepolis: Volumes 1 and 2
4970,gender-issues,THIN,0,,,0,0,329,"no signals, no tells (len=329)",Gender Issues
5138,teens-and-gender-dysphoria,GROUNDED,0,named-org,,0,0,474,signals: named-org,Teens and Gender Dysphoria
5749,manga-dragons,THIN,0,,,0,0,263,"no signals, no tells (len=263)",Manga Dragons
5765,medicine,THIN,0,,,0,0,222,"no signals, no tells (len=222)",Medicine
5833,paladins,GROUNDED,0,quant-claim,broader trend,0,0,279,signals: quant-claim,Paladins
5881,robert-louis-stevensons-treasure-island,GROUNDED,0,quant-claim,broader trend,0,0,627,signals: quant-claim,Robert Louis Stevenson's Treasure Island
5883,romanticism,GROUNDED,1,quant-claim,broader trend,1,3,349,"signals: quant-claim; cross-book-dup (1 windows, max fan-out 3)",Romanticism
5909,shape,THIN,0,,,0,0,195,"no signals, no tells (len=195)",Shape
5929,tae-kwon-do,GROUNDED,1,named-org,,11,9,451,"signals: named-org; cross-book-dup (11 windows, max fan-out 9)",Tae Kwon Do
5961,the-early-modern-world-1492-to-1783,GROUNDED,1,quant-claim,broader trend,1,3,447,"signals: quant-claim; cross-book-dup (1 windows, max fan-out 3)","The Early Modern World, 1492 to 1783"
5962,the-elements,THIN,0,,,0,0,216,"no signals, no tells (len=216)",The Elements
6004,the-squad-series-title-not-specified,GROUNDED,1,quant-claim,,13,4,494,"signals: quant-claim; cross-book-dup (13 windows, max fan-out 4)","The Squad (Series, Title not Specified"
6130,world-art,GROUNDED,0,named-org|quant-claim,broader trend,0,0,440,"signals: named-org, quant-claim",World Art
6166,health,THIN,0,,,0,0,187,"no signals, no tells (len=187)",Health
6172,medical-terminology,THIN,0,,,0,0,256,"no signals, no tells (len=256)",Medical Terminology
6222,the-line-of-beauty,THIN,0,,,0,0,456,"no signals, no tells (len=456)",The Line of Beauty
6223,the-vagina-monologues,THIN,0,,,0,0,478,"no signals, no tells (len=478)",The Vagina Monologues
6225,forever-amber,THIN,0,,,0,0,523,"no signals, no tells (len=523)",Forever Amber
6228,the-stud-jackie-collins,THIN,0,,,0,0,407,"no signals, no tells (len=407)",The Stud
6230,the-new-class,THIN,0,,,0,0,471,"no signals, no tells (len=471)",The New Class
6232,dialogo-sopra-i-due-massimi-sistemi-del-mondo,GROUNDED,0,named-law,,0,0,463,signals: named-law,Dialogo sopra i due massimi sistemi del mondo
6235,essay-concerning-human-understanding,GROUNDED,0,named-law,,0,0,564,signals: named-law,Essay Concerning Human Understanding
6238,the-hunchback-of-notre-dame,GROUNDED,0,named-law,,0,0,415,signals: named-law,The Hunchback of Notre-Dame
6242,norwegian-wood,GROUNDED,0,quant-claim,,0,0,603,signals: quant-claim,Norwegian Wood
6243,summer-in-a-pioneer-tie,GROUNDED,0,named-org,,0,0,516,signals: named-org,Summer in a Pioneer Tie
6244,understanding-islam-through-hadis,THIN,0,,,0,0,490,"no signals, no tells (len=490)",Understanding Islam Through Hadis
6245,the-red-sari,THIN,0,,,0,0,582,"no signals, no tells (len=582)",The Red Sari
6246,yellow-peril-wang-lixiong,THIN,0,,,0,0,430,"no signals, no tells (len=430)",Yellow Peril
6247,one-mans-bible,THIN,0,,,0,0,563,"no signals, no tells (len=563)",One Man's Bible
6249,the-tiananmen-papers,THIN,0,,,0,0,602,"no signals, no tells (len=602)",The Tiananmen Papers
6250,candy-mian-mian,THIN,0,,,0,0,508,"no signals, no tells (len=508)",Candy
6251,lingren-wangshi,GROUNDED,0,named-body,,0,0,598,signals: named-body,Lingren Wangshi
6252,bloody-myth-tan-hecheng,THIN,0,,,0,0,484,"no signals, no tells (len=484)",The Killing Wind: A Chinese County's Descent into Madness during the Cultural Revolution
6253,moving-away-from-the-imperial-regime,THIN,0,,,0,0,494,"no signals, no tells (len=494)",Moving Away from the Imperial Regime
6255,one-part-woman-perumal-murugan,THIN,0,,,0,0,457,"no signals, no tells (len=457)",One Part Woman
6256,the-myth-of-the-holy-cow,THIN,0,,,0,0,568,"no signals, no tells (len=568)",The Myth of the Holy Cow
6257,five-past-midnight-in-bhopal,THIN,0,,,0,0,478,"no signals, no tells (len=478)",Five Past Midnight in Bhopal
6258,azadi-arundhati-roy,THIN,0,,,0,0,588,"no signals, no tells (len=588)",Azadi: Freedom. Fascism. Fiction.
6260,the-magic-mountain,THIN,0,,,0,0,511,"no signals, no tells (len=511)",The Magic Mountain
6261,the-good-soldier-svejk,THIN,0,,,0,0,532,"no signals, no tells (len=532)",The Good Soldier Švejk
6262,emil-and-the-detectives,THIN,0,,,0,0,556,"no signals, no tells (len=556)",Emil and the Detectives
6263,jew-suss-feuchtwanger,THIN,0,,,0,0,454,"no signals, no tells (len=454)",Jud Süß
6264,the-radetzky-march,THIN,0,,,0,0,476,"no signals, no tells (len=476)",The Radetzky March
6265,quotations-from-chairman-mao,THIN,0,,,0,0,560,"no signals, no tells (len=560)",Quotations from Chairman Mao Tse-tung
6266,why-i-am-not-a-christian,THIN,0,,,0,0,449,"no signals, no tells (len=449)",Why I Am Not a Christian
6268,heather-has-two-mommies,THIN,0,,,0,0,515,"no signals, no tells (len=515)",Heather Has Two Mommies
6269,our-bodies-ourselves,THIN,0,,,0,0,723,"no signals, no tells (len=723)","Our Bodies, Ourselves"
6270,suicide-mode-demploi,THIN,0,,,0,0,564,"no signals, no tells (len=564)","Suicide, mode d'emploi"
6271,eden-eden-eden,THIN,0,,,0,0,401,"no signals, no tells (len=401)","Éden, Éden, Éden"
6272,la-question,THIN,0,,,0,0,521,"no signals, no tells (len=521)",La Question
6274,the-scented-garden-anthropology-of-the-sex-life-in-the-levant,THIN,0,,,0,0,466,"no signals, no tells (len=466)",The Scented Garden: Anthropology of the Sex Life in the Levant
6278,the-true-furqan,THIN,0,,,0,0,402,"no signals, no tells (len=402)",The True Furqan
6280,satyarth-prakash,GROUNDED,0,court-case,,0,0,532,signals: court-case,Satyarth Prakash
6282,islam-a-concept-of-political-world-invasion,GROUNDED,0,court-case,This action reflects | tensions surrounding,0,0,523,signals: court-case,Islam: A Concept of Political World Invasion
6311,hindu-view-of-christianity-and-islam,THIN,0,,,0,0,630,"no signals, no tells (len=630)",Hindu View of Christianity and Islam
6313,dhundi,THIN,0,,,0,0,591,"no signals, no tells (len=591)",Dhundi
6327,ramayana-a-true-reading,THIN,0,,,0,0,563,"no signals, no tells (len=563)",Ramayana: A True Reading
6330,india-independent,THIN,0,,,0,0,523,"no signals, no tells (len=523)",India Independent
6331,dwikhandito,THIN,0,,,0,0,405,"no signals, no tells (len=405)",Dwikhandito
6336,rowena-goes-too-far-1931,THIN,0,,,0,0,456,"no signals, no tells (len=456)",Rowena Goes Too Far
6337,how-to-make-disposable-silencers-1984,THIN,0,,,0,0,567,"no signals, no tells (len=567)",How to make disposable silencers
6341,my-secret-garden,THIN,0,,,0,0,649,"no signals, no tells (len=649)",My Secret Garden
6342,all-thats-left-in-the-world,THIN,0,,,0,0,461,"no signals, no tells (len=461)",All That's Left in the World
6349,fanny-hill-or-memoirs-of-a-woman-of-pleasure,THIN,0,,,0,0,439,"no signals, no tells (len=439)",Fanny Hill or Memoirs of a Woman of Pleasure
6350,howl-1955,THIN,0,,,0,0,438,"no signals, no tells (len=438)",Howl
6354,scouting-for-the-reaper-2014,THIN,0,,,0,0,351,"no signals, no tells (len=351)",Scouting for the Reaper
6356,grovers-eight-nights-of-light,THIN,0,,,0,0,520,"no signals, no tells (len=520)",Grover's Eight Nights of Light
6358,mirror-of-the-polish-crown-1618,THIN,0,,,0,0,481,"no signals, no tells (len=481)",Mirror of the Polish Crown
6359,nineteen-eighty-four-1949,THIN,0,,,0,0,465,"no signals, no tells (len=465)",Nineteen Eighty-Four
6370,the-meritorious-price-of-our-redemption-1650,THIN,0,,,0,0,607,"no signals, no tells (len=607)",The Meritorious Price of Our Redemption
6381,thoughts-of-a-corpse,THIN,0,,,0,0,501,"no signals, no tells (len=501)",Thoughts of a Corpse
6383,storytellers-ii,THIN,0,,,0,0,520,"no signals, no tells (len=520)",Storytellers II
6384,on-fierce-wound-fierce-herb,THIN,0,,,0,0,593,"no signals, no tells (len=593)",On Fierce Wound Fierce Herb
6385,a-message-to-man-and-humanity,THIN,0,,,0,0,565,"no signals, no tells (len=565)",A Message to Man and Humanity
6386,dictionary-of-modern-serbo-croatian-language,THIN,0,,,0,0,459,"no signals, no tells (len=459)",Dictionary of Modern Serbo-Croatian Language
6390,the-road-to-serfdom,THIN,0,,,0,0,513,"no signals, no tells (len=513)",The Road To Serfdom
6391,white-snow-red-blood,THIN,0,,,0,0,545,"no signals, no tells (len=545)","White Snow, Red Blood"
6394,jinnah-of-pakistan,THIN,0,,,0,0,469,"no signals, no tells (len=469)",Jinnah of Pakistan
6395,one-day-of-life,THIN,0,,,0,0,384,"no signals, no tells (len=384)",One Day of Life
6406,daddys-roommate,THIN,0,,,0,0,693,"no signals, no tells (len=693)",Daddy's Roommate
6415,the-goats,THIN,0,,,0,0,547,"no signals, no tells (len=547)",The Goats
6435,revolutionary-voices,THIN,0,,,0,0,447,"no signals, no tells (len=447)",Revolutionary Voices
6438,sex,THIN,0,,,0,0,543,"no signals, no tells (len=543)",Sex
6468,goosebumps-series,THIN,0,,,0,0,523,"no signals, no tells (len=523)",Goosebumps (series)
6470,harry-potter-series,THIN,0,,,0,0,523,"no signals, no tells (len=523)",Harry Potter (series)
6472,julie-of-the-wolves,THIN,0,,,0,0,415,"no signals, no tells (len=415)",Julie of the Wolves
6479,nasreens-secret-school,THIN,0,,,0,0,524,"no signals, no tells (len=524)",Nasreen's Secret School
6481,a-prayer-for-owen-meany,THIN,0,,,0,0,540,"no signals, no tells (len=540)",A Prayer for Owen Meany
6487,wheres-waldo,THIN,0,,,0,0,513,"no signals, no tells (len=513)",Where's Waldo?
6488,the-wish-giver,THIN,0,,,0,0,427,"no signals, no tells (len=427)",The Wish Giver
6490,damaged-goods,THIN,0,,,0,0,529,"no signals, no tells (len=529)",Damaged Goods
6495,novi-svijet,THIN,0,,,0,0,653,"no signals, no tells (len=653)",Novi Svijet
6496,my-secret-life,THIN,0,,,0,0,487,"no signals, no tells (len=487)",My Secret Life
6505,jackboot-girls,THIN,0,,,0,0,449,"no signals, no tells (len=449)",Jackboot Girls
6512,galactic-girl,THIN,0,,,0,0,587,"no signals, no tells (len=587)",Galactic Girl
6518,the-lottery,THIN,0,,,0,0,543,"no signals, no tells (len=543)",The Lottery
6522,tiananmen-square-spring-1989-a-chronology-of-the-chinese-democracy-movement,GROUNDED,1,named-law,broader trend,37,387,621,"signals: named-law; cross-book-dup (37 windows, max fan-out 387)","Tiananmen Square, spring 1989 : a chronology of the Chinese democracy movement"
6527,almost-a-revolution,GROUNDED,1,named-law,broader trend,60,387,627,"signals: named-law; cross-book-dup (60 windows, max fan-out 387)",Almost a revolution
6528,the-tiananmen-square-massacre,GROUNDED,1,named-law,broader trend,32,140,603,"signals: named-law; cross-book-dup (32 windows, max fan-out 140)",The Tiananmen Square massacre
6529,pierre-joseph-proudhon-all-works,THIN,0,,,0,0,491,"no signals, no tells (len=491)",Pierre-Joseph Proudhon — All works
6532,chaos-under-heaven-the-shocking-story-of-chinas-search-for-democracy,GROUNDED,1,named-law,broader trend,29,387,634,"signals: named-law; cross-book-dup (29 windows, max fan-out 387)",Chaos Under Heaven : the Shocking Story of China's Search for Democracy
6533,chinese-democracy-after-tiananmen,GROUNDED,1,named-law,broader trend,34,387,644,"signals: named-law; cross-book-dup (34 windows, max fan-out 387)",Chinese Democracy after Tiananmen
6538,1997-9977,GROUNDED,1,named-law,broader trend,42,387,646,"signals: named-law; cross-book-dup (42 windows, max fan-out 387)",1997.9977
6540,chinas-students-the-struggle-for-democracy,GROUNDED,1,named-law,,21,387,575,"signals: named-law; cross-book-dup (21 windows, max fan-out 387)",China's students : the struggle for democracy
6541,after-the-fall-1989-and-the-future-of-freedom,GROUNDED,1,named-law,broader trend,35,387,609,"signals: named-law; cross-book-dup (35 windows, max fan-out 387)",After the Fall : 1989 and the Future of Freedom
6545,the-dragons-of-tiananmen-beijing-as-a-sacred-city,GROUNDED,1,named-law,broader trend,23,387,696,"signals: named-law; cross-book-dup (23 windows, max fan-out 387)",The dragons of Tiananmen : Beijing as a sacred city
6546,china-since-tiananmen-the-politics-of-transition,GROUNDED,1,named-law,broader trend,26,387,547,"signals: named-law; cross-book-dup (26 windows, max fan-out 387)",China since Tiananmen : the politics of transition
6548,niccolo-machiavelli-all-works,GROUNDED,0,named-law,broader effort,0,0,428,signals: named-law,Niccolo Machiavelli — All works
6549,lee-kuan-yew-on-china-and-hongkong-after-tiananmen,GROUNDED,1,named-law,,21,387,591,"signals: named-law; cross-book-dup (21 windows, max fan-out 387)",Lee Kuan Yew on China and Hongkong after Tiananmen
6550,lili-a-novel-of-tiananmen,GROUNDED,1,named-law,broader trend,30,387,520,"signals: named-law; cross-book-dup (30 windows, max fan-out 387)",Lili : a novel of Tiananmen
6555,worm-eaten-hinges-tensions-and-turmoil-in-shanghai-1988-9,GROUNDED,1,named-law,broader trend,41,387,524,"signals: named-law; cross-book-dup (41 windows, max fan-out 387)","Worm-eaten hinges : tensions and turmoil in Shanghai, 1988-9"
6556,the-power-of-tiananmen-state-society-relations-and-the-1989-beijing-student-movement,GROUNDED,1,named-law,broader trend,28,387,477,"signals: named-law; cross-book-dup (28 windows, max fan-out 387)",The power of Tiananmen : state-society relations and the 1989 Beijing student movement
6560,behind-the-tiananmen-massacre-social-political-and-economic-ferment-in-china,GROUNDED,1,named-law,broader trend,53,140,520,"signals: named-law; cross-book-dup (53 windows, max fan-out 140)","Behind the Tiananmen Massacre : Social, Political, and Economic Ferment in China"
6565,beijing-spring-1989-confrontation-and-conflict-the-basic-documents,GROUNDED,1,named-law,broader trend,5,60,630,"signals: named-law; cross-book-dup (5 windows, max fan-out 60)",Beijing Spring 1989: Confrontation and Conflict - The Basic Documents
6566,quelling-the-people-the-military-suppression-of-the-beijing-democracy-movement,GROUNDED,1,named-law,broader trend,34,387,680,"signals: named-law; cross-book-dup (34 windows, max fan-out 387)",Quelling the People : The Military Suppression of the Beijing Democracy Movement
6568,washday-at-the-pa,THIN,0,,,0,0,603,"no signals, no tells (len=603)",Washday at the Pā
6574,china-from-the-long-march-to-tiananmen-square,GROUNDED,1,named-law,broader trend,22,60,568,"signals: named-law; cross-book-dup (22 windows, max fan-out 60)",China : from the Long March to Tiananmen Square
6578,old-soldier-sahib,THIN,0,,,0,0,715,"no signals, no tells (len=715)",Old Soldier Sahib
6579,xianggang-jian-shi-cong-zhi-min-di-zhi-te-bie-xing-zheng-qu,GROUNDED,1,named-law,broader trend,37,387,669,"signals: named-law; cross-book-dup (37 windows, max fan-out 387)",Xianggang jian shi : cong zhi min di zhi te bie xing zheng qu
6581,the-factual-account-of-a-search-for-the-june-4-victims,GROUNDED,1,named-law,broader trend,29,387,610,"signals: named-law; cross-book-dup (29 windows, max fan-out 387)",The factual account of a search for the June 4 victims
6582,chinese-society-on-the-eve-of-tiananmen-the-impact-of-reform,GROUNDED,1,named-law,broader trend,21,387,606,"signals: named-law; cross-book-dup (21 windows, max fan-out 387)",Chinese society on the eve of Tiananmen : the impact of reform
6583,hong-kongs-social-movements-forces-from-the-margins,GROUNDED,1,named-law,deemed sensitive,18,74,620,"signals: named-law; cross-book-dup (18 windows, max fan-out 74)",Hong Kong's social movements : forces from the margins
6587,cries-for-democracy-writings-and-speeches-from-the-chinese-democracy-movement,GROUNDED,1,named-law,,14,387,641,"signals: named-law; cross-book-dup (14 windows, max fan-out 387)",Cries For Democracy : Writings and Speeches from the Chinese Democracy Movement
6588,summer-of-betrayal-a-novel,GROUNDED,1,named-law,broader trend,28,140,647,"signals: named-law; cross-book-dup (28 windows, max fan-out 140)",Summer of betrayal : a novel
6593,june-four-a-chronicle-of-the-chinese-democratic-uprising,GROUNDED,1,named-law,,35,387,594,"signals: named-law; cross-book-dup (35 windows, max fan-out 387)",June Four : a chronicle of the Chinese democratic uprising
6594,moving-the-mountain-my-life-in-china-from-the-cultural-revolution-to-tiananmen-square,GROUNDED,1,named-law,broader trend,39,140,539,"signals: named-law; cross-book-dup (39 windows, max fan-out 140)",Moving the mountain : my life in China from the cultural revolution to Tiananmen Square
6598,david-hume-all-works,THIN,0,,,0,0,581,"no signals, no tells (len=581)",David Hume — All works
6600,the-broken-mirror-china-after-tiananmen,GROUNDED,1,named-law,,24,387,603,"signals: named-law; cross-book-dup (24 windows, max fan-out 387)",The Broken mirror : China after Tiananmen
6603,beijing-spring,GROUNDED,1,named-law,broader trend,29,387,566,"signals: named-law; cross-book-dup (29 windows, max fan-out 387)",Beijing spring
6604,the-ordinary-and-the-extraordinary-an-anthropological-study-of-chinese-reform-and-the-1989-peoples-movement-in-beijing,GROUNDED,1,named-law,deemed sensitive,18,387,675,"signals: named-law; cross-book-dup (18 windows, max fan-out 387)",The ordinary and the extraordinary : an anthropological study of Chinese reform and the 1989 People's Movement in Beijing
6610,crisis-at-tiananmen-reform-and-reality-in-modern-china,GROUNDED,1,named-law,broader trend,38,387,510,"signals: named-law; cross-book-dup (38 windows, max fan-out 387)",Crisis at Tiananmen : reform and reality in modern China
6612,breakazine-051-game-is-not-over,GROUNDED,1,named-law,broader trend,39,387,495,"signals: named-law; cross-book-dup (39 windows, max fan-out 387)","Breakazine! 051, game is not over"
6615,hello-world,GROUNDED,1,named-law,broader trend,27,140,489,"signals: named-law; cross-book-dup (27 windows, max fan-out 140)",Hello World
6617,massacre-in-beijing-chinas-struggle-for-democracy,GROUNDED,1,named-law,broader trend,30,74,694,"signals: named-law; cross-book-dup (30 windows, max fan-out 74)",Massacre in Beijing : China's struggle for democracy
6619,essai-sur-les-donnees-immediates-de-la-conscience,THIN,0,,,0,0,577,"no signals, no tells (len=577)",Essai sur les données immédiates de la conscience
6621,dei-delitti-e-delle-pene,THIN,0,,,0,0,409,"no signals, no tells (len=409)",Dei Delitti e delle pene
