id,slug,bucket,cross_book_dup,grounded_signals,hallucination_tells,dup_windows,max_fanout,ctx_len,reasoning,title
7034,xiliang-hao-du-kan-zhongguo,GROUNDED,1,named-law,broader trend,41,387,556,"signals: named-law; cross-book-dup (41 windows, max fan-out 387)","Xiliang hao du, kan Zhongguo"
7035,da-guobo-qi,GROUNDED,1,named-law,broader trend,44,387,507,"signals: named-law; cross-book-dup (44 windows, max fan-out 387)",Da guobo qi
7036,liu-si-tiananmen-xue-xing-qing-chang-nei-mu,GROUNDED,1,named-law,,29,387,631,"signals: named-law; cross-book-dup (29 windows, max fan-out 387)",Liu si Tiananmen xue xing qing chang nei mu
7037,gai-ge-li-cheng,GROUNDED,1,named-law,,30,387,446,"signals: named-law; cross-book-dup (30 windows, max fan-out 387)",Gai ge li cheng
7038,gou-le-tui-xiu,GROUNDED,1,named-law,broader trend,43,387,532,"signals: named-law; cross-book-dup (43 windows, max fan-out 387)",Gou le! Tui xiu!
7040,zou-zhu-qiao-er-snapshots-across-hong-kong-ii,GROUNDED,1,named-law,broader trend | deemed sensitive,36,140,690,"signals: named-law; cross-book-dup (36 windows, max fan-out 140)",Zou zhu qiao. Er = Snapshots across Hong Kong. II
7041,xiang-gang-gong-min-kang-zheng-yun-dong-shi-cuo-bai-de-san-shi-nian-pou-xi,GROUNDED,1,named-law,,10,387,576,"signals: named-law; cross-book-dup (10 windows, max fan-out 387)",Xiang gang gong min kang zheng yun dong shi : cuo bai de san shi nian pou xi
7042,mu-hou-da-lao-ceng-qing-hong,GROUNDED,1,named-law,broader trend,39,387,549,"signals: named-law; cross-book-dup (39 windows, max fan-out 387)",Mu hou da lao ceng qing hong
7043,ba-jiu-min-yun-de-hui-gu-yu-qian-zhan-liu-si-zhou-nian-ji-nian-te-ji,GROUNDED,1,named-law,,9,387,570,"signals: named-law; cross-book-dup (9 windows, max fan-out 387)",Ba jiu min yun de hui gu yu qian zhan : Liu si zhou nian ji nian te ji
7044,bei-xiao-shi-de-xianggang,GROUNDED,1,named-law,broader trend,58,140,619,"signals: named-law; cross-book-dup (58 windows, max fan-out 140)",Bei xiao shi de Xianggang
7045,zhongguo-min-zhu-yun-dong-shi-cong-zhongguo-zhu-chun-dao-mo-li-hua-ge-ming-chao,GROUNDED,1,named-law,,23,387,513,"signals: named-law; cross-book-dup (23 windows, max fan-out 387)",Zhongguo min zhu yun dong shi. Cong Zhongguo zhu chun dao mo li hua ge ming chao
7048,nei-mu,GROUNDED,1,named-law,,31,387,577,"signals: named-law; cross-book-dup (31 windows, max fan-out 387)",Nei mu
7049,zheng-zong-liu-shou-kang-zheng-ri-ji,GROUNDED,1,named-law,broader trend,44,387,625,"signals: named-law; cross-book-dup (44 windows, max fan-out 387)",Zheng zong liu shou kang zheng ri ji
7050,song-ting-huang-ji,GROUNDED,1,named-law,broader trend,29,387,616,"signals: named-law; cross-book-dup (29 windows, max fan-out 387)",Song ting huang ji
7051,qian-ri-wu-hui-wo-de-xin-lu-li-cheng,GROUNDED,1,named-law,broader trend,32,387,558,"signals: named-law; cross-book-dup (32 windows, max fan-out 387)",Qian ri wu hui : wo de xin lu li cheng
7053,xianggang-yue-yu-ding-ying-shang,GROUNDED,1,named-law,broader trend,26,16,664,"signals: named-law; cross-book-dup (26 windows, max fan-out 16)",Xianggang yue yu ding ying shang
7055,wen-ge-zhong-de-zhou-enlai,GROUNDED,1,named-law,broader trend,35,387,602,"signals: named-law; cross-book-dup (35 windows, max fan-out 387)","""Wen ge"" zhong de Zhou Enlai"
7056,dui-ji-ben-fa-de-ji-ben-kan-fa,GROUNDED,1,named-law,broader trend,42,387,509,"signals: named-law; cross-book-dup (42 windows, max fan-out 387)",Dui ji ben fa de ji ben kan fa
7057,wo-de-li-xiang-shi-zhi-nuo-mi-ji-shi-shi-yu-pian-jian-iii,GROUNDED,1,named-law,broader trend,40,387,521,"signals: named-law; cross-book-dup (40 windows, max fan-out 387)",Wo de li xiang shi zhi nuo mi ji : Shi shi yu pian jian III
7059,zhong-gang-dui-jue-xianggang-kang-zheng-yun-dong-shi-2,GROUNDED,1,named-law,,24,387,611,"signals: named-law; cross-book-dup (24 windows, max fan-out 387)",Zhong Gang dui jue : Xianggang kang zheng yun dong shi. 2
7060,zhongguo-jing-ji-xue-jia-bu-gan-gao-su-ni-de-50-ge-zhen-xiang,GROUNDED,1,named-law,broader trend | deemed sensitive,33,387,713,"signals: named-law; cross-book-dup (33 windows, max fan-out 387)",Zhongguo jing ji xue jia bu gan gao su ni de 50 ge zhen xiang
7061,xue-yu-lei-ba-jiu-xue-yun-zha-ji,GROUNDED,1,named-law,broader trend | tensions surrounding,49,387,511,"signals: named-law; cross-book-dup (49 windows, max fan-out 387)",Xue yu lei : ba jiu xue yun zha ji
7063,zhongguo-min-zhu-yun-dong-shi-cong-yanan-wang-shiwei-zheng-min-zhu-dao-xidan-min-zhu-qiang,GROUNDED,1,named-law,broader trend,20,387,533,"signals: named-law; cross-book-dup (20 windows, max fan-out 387)",Zhongguo min zhu yun dong shi. Cong Yan'an Wang Shiwei zheng min zhu dao Xidan min zhu qiang
7064,zhao-ziyang-de-mi-mi,GROUNDED,1,named-law,broader trend | deemed sensitive,36,387,587,"signals: named-law; cross-book-dup (36 windows, max fan-out 387)",Zhao Ziyang de mi mi
7068,hui-mou-shi-kan,GROUNDED,1,named-law,broader trend,55,387,599,"signals: named-law; cross-book-dup (55 windows, max fan-out 387)",Hui mou shi kan
7069,zuo-jian-ji,GROUNDED,1,named-law,broader trend,41,387,478,"signals: named-law; cross-book-dup (41 windows, max fan-out 387)",Zuo jian ji
7070,zhongguo-qiao-qiao-zhan-ling-quan-shi-jie,GROUNDED,1,named-law,broader trend,36,387,512,"signals: named-law; cross-book-dup (36 windows, max fan-out 387)",Zhongguo qiao qiao zhan ling quan shi jie
7071,xianggang-yue-yu-cheng-dao-di,GROUNDED,1,named-law,broader trend,25,140,589,"signals: named-law; cross-book-dup (25 windows, max fan-out 140)",Xianggang yue yu cheng dao di
7072,zhongguo-liu-si-zhen-xiang,GROUNDED,1,named-law,broader trend,27,387,489,"signals: named-law; cross-book-dup (27 windows, max fan-out 387)","Zhongguo ""Liu si"" zhen xiang"
7073,shi-huang-dan-you-ru-he,GROUNDED,1,named-law,broader trend,41,387,641,"signals: named-law; cross-book-dup (41 windows, max fan-out 387)",Shi huang dan you ru he
7074,qi-dai,GROUNDED,1,named-law,broader trend,28,387,574,"signals: named-law; cross-book-dup (28 windows, max fan-out 387)",Qi dai
7075,cai-yingen-yu-xi-jinping-de-bi-an,GROUNDED,1,named-law,broader trend,39,387,603,"signals: named-law; cross-book-dup (39 windows, max fan-out 387)",Cai Yingen yu Xi Jinping de bi an
7076,mo-ri-lian-xi-liao-weitang-duan-pian-xiao-shuo-ji,GROUNDED,1,named-law,broader trend,53,387,523,"signals: named-law; cross-book-dup (53 windows, max fan-out 387)",Mo ri lian xi : Liao Weitang duan pian xiao shuo ji
7077,ji-jin-xianggang-jin-bu-min-zhu-yun-dong-shi,GROUNDED,1,named-law,,17,387,554,"signals: named-law; cross-book-dup (17 windows, max fan-out 387)",Ji jin : Xianggang jin bu min zhu yun dong shi
7078,jie-fang-jun-yu-wen-hua-da-ge-ming,GROUNDED,1,named-law,broader trend,27,387,667,"signals: named-law; cross-book-dup (27 windows, max fan-out 387)",Jie fang jun yu wen hua da ge ming
7079,tianan-men-zhi-huo-yi-jiu-ba-jiu-zhongguo-min-zhu-yun-dong-hua-ce,GROUNDED,1,named-law,broader trend,46,387,669,"signals: named-law; cross-book-dup (46 windows, max fan-out 387)",Tian'an men zhi huo : yi jiu ba jiu Zhongguo min zhu yun dong hua ce
7080,zhu-xun-e-chao-yu-xin-wen-zi,GROUNDED,1,named-law,broader trend,32,387,653,"signals: named-law; cross-book-dup (32 windows, max fan-out 387)",Zhu Xun e chao yu xin wen zi
7081,zhongguo-dui-kang-shi-jie-yun-yu-zhong-de-zhan-zheng,GROUNDED,1,named-law,broader trend,35,387,567,"signals: named-law; cross-book-dup (35 windows, max fan-out 387)",Zhongguo dui kang shi jie : yun yu zhong de zhan zheng
7082,li-shi-de-da-bao-zha-liu-si-shi-jian-quan-jing-shi-lu,GROUNDED,1,named-law,broader trend,36,387,626,"signals: named-law; cross-book-dup (36 windows, max fan-out 387)","Li shi de da bao zha : "" Liu si "" shi jian quan jing shi lu"
7084,zhongguo-mi-bao,GROUNDED,1,named-law,broader trend,23,387,503,"signals: named-law; cross-book-dup (23 windows, max fan-out 387)",Zhongguo mi bao
7085,qu-guo-bei-han-50-ci-ni-wen-wo-da,GROUNDED,1,named-law,broader trend | tensions surrounding,31,387,511,"signals: named-law; cross-book-dup (31 windows, max fan-out 387)","Qu guo Bei Han 50 ci, ni wen wo da"
7087,rong-guang-sui-yue-2019-ni-quan-yun-dong-hui-gu,GROUNDED,1,named-law,,7,387,550,"signals: named-law; cross-book-dup (7 windows, max fan-out 387)",Rong guang sui yue : 2019 ni quan yun dong hui gu
7088,yi-bao-nei-ku-kan-zhongguo,GROUNDED,1,named-law,broader trend,36,387,662,"signals: named-law; cross-book-dup (36 windows, max fan-out 387)",Yi bao nei ku kan Zhongguo
7090,tiananmen-bu-zhen-xiang,GROUNDED,1,named-law,,36,387,576,"signals: named-law; cross-book-dup (36 windows, max fan-out 387)",Tian'anmen bu zhen xiang
7092,ling-gan-de-tuo-huang-zhe,GROUNDED,1,named-law,broader trend,48,387,574,"signals: named-law; cross-book-dup (48 windows, max fan-out 387)",Ling gan de tuo huang zhe
7093,dang-jue-qi-zhongguo-yu-shang-tai-yang-san-tou-shi-nian-yi-shi-ji-liang-an-san-di-xin-guan-xi,GROUNDED,1,named-law,broader trend,52,387,636,"signals: named-law; cross-book-dup (52 windows, max fan-out 387)","Dang ""Jue qi Zhongguo"" yu shang ""Tai yang san"" : tou shi nian yi shi ji liang an san di xin guan xi"
7094,zui-hou-de-xin-yang-xin-wen-lun-li-shi-er-jiang,GROUNDED,1,named-law,broader trend,39,387,606,"signals: named-law; cross-book-dup (39 windows, max fan-out 387)",Zui hou de xin yang : xin wen lun li shi er jiang
7095,zhe-ge-di-guo-bi-xu-fen-lie,GROUNDED,1,named-law,broader trend,39,387,494,"signals: named-law; cross-book-dup (39 windows, max fan-out 387)",Zhe ge di guo bi xu fen lie
7096,xi-jinping-de-zheng-zhi-gong-guan,GROUNDED,1,named-law,broader trend,16,387,706,"signals: named-law; cross-book-dup (16 windows, max fan-out 387)",Xi Jinping de zheng zhi gong guan
7097,huo-zai-shao-xue-zai-shao-xian-gei-tianan-men-yong-shi,GROUNDED,1,named-law,broader trend,25,387,607,"signals: named-law; cross-book-dup (25 windows, max fan-out 387)","Huo zai shao, xue zai shao : xian gei Tian'an men yong shi"
7098,zhongguo-qian-ju,GROUNDED,1,named-law,broader trend,40,387,647,"signals: named-law; cross-book-dup (40 windows, max fan-out 387)",Zhongguo qian ju
7099,tiananmen-zhongguo-de-zhi-shi-fen-zi-yu-ge-ming,GROUNDED,1,named-law,broader trend,12,387,644,"signals: named-law; cross-book-dup (12 windows, max fan-out 387)",Tian'anmen : Zhongguo de zhi shi fen zi yu ge ming
7100,shuo-bu-chu-dui-wei-lai-de-gan-jue,GROUNDED,1,named-law,broader trend,34,387,545,"signals: named-law; cross-book-dup (34 windows, max fan-out 387)",Shuo bu chu dui wei lai de gan jue
7102,jiu-qi-ju-chang,GROUNDED,1,named-law,broader trend,52,76,615,"signals: named-law; cross-book-dup (52 windows, max fan-out 76)",Jiu qi ju chang
7103,yi-zhi-qing-cai,GROUNDED,1,named-law,broader trend,24,387,475,"signals: named-law; cross-book-dup (24 windows, max fan-out 387)",Yi zhi qing cai
7104,wo-bu-xin-zhongguo-mo-shi,GROUNDED,1,named-law,broader trend,39,387,458,"signals: named-law; cross-book-dup (39 windows, max fan-out 387)",Wo bu xin Zhongguo mo shi
7106,tiananmen-shi-jian-hou-zhong-gong-yu-meiguo-wai-jiao-nei-mu-yi-wei-zhongguo-da-lu-wai-jiao-guan-de-li-shi-jian-zheng,GROUNDED,1,named-law,,25,387,654,"signals: named-law; cross-book-dup (25 windows, max fan-out 387)",Tian'anmen shi jian hou Zhong gong yu Meiguo wai jiao nei mu : yi wei Zhongguo da lu wai jiao guan de li shi jian zheng
7107,zhong-gong-zai-xianggang,GROUNDED,1,named-law,,37,387,564,"signals: named-law; cross-book-dup (37 windows, max fan-out 387)",Zhong gong zai Xianggang
7109,fei-lao-li-da-zhen-jun,GROUNDED,1,named-law,broader trend,35,387,542,"signals: named-law; cross-book-dup (35 windows, max fan-out 387)",Fei lao Li da zhen jun
7110,yi-guo-liang-zhi-zhi-duo-shao,GROUNDED,1,named-law,broader trend,40,387,410,"signals: named-law; cross-book-dup (40 windows, max fan-out 387)",Yi guo liang zhi zhi duo shao
7111,luan-liu-lang-hua-shui-di-de-bo-dou,GROUNDED,1,named-law,broader trend,40,387,534,"signals: named-law; cross-book-dup (40 windows, max fan-out 387)",Luan liu : lang hua shui di de bo dou
7112,gong-min-kang-ming,GROUNDED,1,named-law,,24,387,514,"signals: named-law; cross-book-dup (24 windows, max fan-out 387)",Gong min kang ming
7113,zuo-you-da-ju,GROUNDED,1,named-law,broader trend,58,387,670,"signals: named-law; cross-book-dup (58 windows, max fan-out 387)",Zuo you da ju
7114,beijing-xue-yun-li-shi-de-jian-zheng,GROUNDED,1,named-law,,10,387,674,"signals: named-law; cross-book-dup (10 windows, max fan-out 387)",Beijing xue yun : li shi de jian zheng
7116,wo-zai-han-leng-zhong-du-xing-wang-dan-yu-zhong-shi,GROUNDED,1,named-law,broader trend,29,387,705,"signals: named-law; cross-book-dup (29 windows, max fan-out 387)",Wo zai han leng zhong du xing : Wang Dan yu zhong shi
7117,ming-zhi-hui-shu-wo-die-dou-yi-ding-yao-ying,GROUNDED,1,named-law,broader trend,46,387,675,"signals: named-law; cross-book-dup (46 windows, max fan-out 387)","Ming zhi hui shu, wo die dou yi ding yao ying"
7118,liang-an-shang-qing,GROUNDED,1,named-law,broader trend,44,387,574,"signals: named-law; cross-book-dup (44 windows, max fan-out 387)",Liang an shang qing
7119,jiao-yu-yan,GROUNDED,1,named-law,broader trend,32,140,588,"signals: named-law; cross-book-dup (32 windows, max fan-out 140)",Jiao yu yan
7120,fu-shou-gan-wei,GROUNDED,1,named-law,broader trend,66,387,639,"signals: named-law; cross-book-dup (66 windows, max fan-out 387)",Fu shou gan wei
7121,nu-jiao,GROUNDED,1,named-law,,12,387,559,"signals: named-law; cross-book-dup (12 windows, max fan-out 387)",Nu jiao
7122,guangdong-su-yu-zheng-zi-kao,GROUNDED,1,named-law,broader trend,39,387,518,"signals: named-law; cross-book-dup (39 windows, max fan-out 387)",Guangdong su yu zheng zi kao
7123,jian-zheng-tu-sha-xun-qiu-zheng-yi-liu-si-shang-can-zhe-he-si-nan-zhe-jia-shu-zheng-ci,GROUNDED,1,named-law,,23,387,477,"signals: named-law; cross-book-dup (23 windows, max fan-out 387)",Jian zheng tu sha xun qiu zheng yi : liu si shang can zhe he si nan zhe jia shu zheng ci
7126,guan-shang-tong-mou-xianggang-gong-yi-si-li-de-mao-dun,GROUNDED,1,named-law,deemed sensitive,13,387,667,"signals: named-law; cross-book-dup (13 windows, max fan-out 387)",Guan shang tong mou : Xianggang gong yi si li de mao dun
7127,er-qian-ling-si-shi-qi-ye,GROUNDED,1,named-law,broader trend | tensions surrounding,43,140,522,"signals: named-law; cross-book-dup (43 windows, max fan-out 140)",Er qian ling si shi qi ye
7128,xing-huo,GROUNDED,1,named-law,broader trend,51,387,699,"signals: named-law; cross-book-dup (51 windows, max fan-out 387)",Xing huo
7130,zhongguo-gai-ge-de-qi-lu,GROUNDED,1,named-law,broader trend | tensions surrounding,30,387,582,"signals: named-law; cross-book-dup (30 windows, max fan-out 387)",Zhongguo gai ge de qi lu
7131,liu-si-shi-san-zhou-nian-te-kan,GROUNDED,1,named-law,broader trend | deemed sensitive,35,140,614,"signals: named-law; cross-book-dup (35 windows, max fan-out 140)",Liu si shi san zhou nian te kan
7132,ping-guo-ri-bao,GROUNDED,1,named-law,broader trend,39,140,547,"signals: named-law; cross-book-dup (39 windows, max fan-out 140)",Ping guo ri bao
7133,niu-niu-yue-yue,GROUNDED,1,named-law,broader trend,45,76,502,"signals: named-law; cross-book-dup (45 windows, max fan-out 76)",Niu niu yue yue
7134,you-lu-jiang-nan,GROUNDED,1,named-law,broader trend,46,76,484,"signals: named-law; cross-book-dup (46 windows, max fan-out 76)",You lu Jiang nan
7136,xianggang-chao-yu-hua-zhai,GROUNDED,1,named-law,broader trend | deemed sensitive,38,140,502,"signals: named-law; cross-book-dup (38 windows, max fan-out 140)",Xianggang chao yu hua zhai
7137,liu-si-de-nei-qing-wei-wan-cheng-de-nie-pan,GROUNDED,1,named-law,broader trend,36,387,674,"signals: named-law; cross-book-dup (36 windows, max fan-out 387)",Liu si de nei qing : wei wan cheng de nie pan
7138,wo-men-de-ri-zi-wei-shen-me-zhe-me-nan,GROUNDED,1,named-law,broader trend,40,387,645,"signals: named-law; cross-book-dup (40 windows, max fan-out 387)",Wo men de ri zi wei shen me zhe me nan
7140,shi-dai-qing-deng-deng,GROUNDED,1,named-law,broader trend,43,387,528,"signals: named-law; cross-book-dup (43 windows, max fan-out 387)","Shi dai, qing deng deng."
7141,23-tiao-li-fa-ri-zhi,GROUNDED,1,named-law,broader trend,48,387,527,"signals: named-law; cross-book-dup (48 windows, max fan-out 387)",23 tiao li fa ri zhi
7142,zuo-jian-qing-xu-xue,GROUNDED,1,named-law,broader trend,62,140,608,"signals: named-law; cross-book-dup (62 windows, max fan-out 140)",Zuo jian qing xu xue
7143,gong-min-kang-ming-yu-zhan-ling-zhong-huan-xiang-gang-ji-du-tu-di-xin-yang-xing-si,GROUNDED,1,named-law,,30,387,618,"signals: named-law; cross-book-dup (30 windows, max fan-out 387)",Gong min kang ming yu zhan ling zhong huan : xiang gang ji du tu di xin yang xing si
7144,xianggang-zheng-bian-2017-pu-xuan-de-ming-yun,GROUNDED,1,named-law,broader trend,29,387,618,"signals: named-law; cross-book-dup (29 windows, max fan-out 387)",Xianggang zheng bian : 2017 pu xuan de ming yun
7145,liang-ci-tiananmen-shi-jian,GROUNDED,1,named-law,broader trend,38,387,594,"signals: named-law; cross-book-dup (38 windows, max fan-out 387)",Liang ci Tian'anmen shi jian
7146,zhongguo-de-nan-hai-zhan-lue,GROUNDED,1,named-law,broader trend,54,387,654,"signals: named-law; cross-book-dup (54 windows, max fan-out 387)",Zhongguo de Nan Hai zhan lüe
7149,wang-dan-hui-yi-lu-cong-liu-si-dao-liu-wang,GROUNDED,1,named-law,,27,387,492,"signals: named-law; cross-book-dup (27 windows, max fan-out 387)",Wang Dan hui yi lu : cong liu si dao liu wang
7153,yue-gang-xie-hou-yu-gou-chen,GROUNDED,1,named-law,broader trend,42,387,509,"signals: named-law; cross-book-dup (42 windows, max fan-out 387)",Yue gang xie hou yu gou chen
7154,wang-dan-yu-zhong-hui-yi-lu,GROUNDED,1,named-law,broader trend,38,387,650,"signals: named-law; cross-book-dup (38 windows, max fan-out 387)",Wang Dan yu zhong hui yi lu
7155,xianggang-xuan-ju-zhi-du-tou-shi,GROUNDED,1,named-law,broader trend,36,387,597,"signals: named-law; cross-book-dup (36 windows, max fan-out 387)",Xianggang xuan ju zhi du tou shi
7157,zi-ji-de-sheng-yin,GROUNDED,1,named-law,broader trend,40,387,645,"signals: named-law; cross-book-dup (40 windows, max fan-out 387)",Zi ji de sheng yin
7158,zi-lan-you-shu-hui,GROUNDED,1,named-law,broader trend | tensions surrounding,41,76,600,"signals: named-law; cross-book-dup (41 windows, max fan-out 76)",Zi lan you shu hui
7159,beijing-feng-bo-ji-shi,GROUNDED,1,named-law,broader trend,32,387,606,"signals: named-law; cross-book-dup (32 windows, max fan-out 387)",Beijing feng bo ji shi
7160,zi-li-qiu-jian-ming-jiu-ming-wu-ming-jiu-li-ming,GROUNDED,1,named-law,broader trend,42,76,728,"signals: named-law; cross-book-dup (42 windows, max fan-out 76)","Zi li qiu jian : ming jiu ming, wu ming jiu li ming"
7161,72511-jian-zheng-gong-min-kang-ming,GROUNDED,1,named-law,,21,387,501,"signals: named-law; cross-book-dup (21 windows, max fan-out 387)",72511 jian zheng gong min kang ming
7162,si-cheng,GROUNDED,1,named-law,broader trend,51,387,691,"signals: named-law; cross-book-dup (51 windows, max fan-out 387)",Si cheng
7163,wo-de-xiyu-ni-de-dong-tu,GROUNDED,1,named-law,broader trend,43,387,546,"signals: named-law; cross-book-dup (43 windows, max fan-out 387)","Wo de Xiyu, ni de dong tu"
7164,zhongguo-xin-zhen-dang,GROUNDED,1,named-law,broader trend,39,387,564,"signals: named-law; cross-book-dup (39 windows, max fan-out 387)",Zhongguo xin zhen dang
7167,guan-yu-zhongguo-de-70-ge-wen-ti,GROUNDED,1,named-law,broader trend,55,387,600,"signals: named-law; cross-book-dup (55 windows, max fan-out 387)",Guan yu Zhongguo de 70 ge wen ti
7168,hei-cai-liao-zunzi-man-hua-ji,GROUNDED,1,named-law,broader trend,26,387,598,"signals: named-law; cross-book-dup (26 windows, max fan-out 387)",Hei cai liao : Zunzi man hua ji
7169,shi-yu-zhongguo-wen-hua,GROUNDED,1,named-law,broader trend,39,76,632,"signals: named-law; cross-book-dup (39 windows, max fan-out 76)",Shi yu Zhongguo wen hua
7171,lao-shi-pa-wen-zi,GROUNDED,1,named-law,broader trend,42,76,658,"signals: named-law; cross-book-dup (42 windows, max fan-out 76)",Lao shi pa wen zi
7172,jiao-yin-yu-zhan-jiao-zhi-lian-hui-liu-si-qi-zhou-nian-ji-nian-tu-pian-ji,GROUNDED,1,named-law,broader trend,26,74,576,"signals: named-law; cross-book-dup (26 windows, max fan-out 74)","Jiao yin yu zhan jiao : Zhi lian hui ""liu si"" qi zhou nian ji nian tu pian ji"
7173,xuan-ju-zhi-du-de-zheng-zhi-xiao-guo-gang-shi-bi-li-dai-biao-zhi-de-jing-yan,GROUNDED,1,named-law,broader trend | tensions surrounding,22,74,596,"signals: named-law; cross-book-dup (22 windows, max fan-out 74)",Xuan ju zhi du de zheng zhi xiao guo : Gang shi bi li dai biao zhi de jing yan
7174,zhonghua-zhi-xu-zhong-yuan-shi-jie-di-guo-yu-zhongguo-li-liang-de-ben-zhi,GROUNDED,1,named-law,broader trend | tensions surrounding,48,387,595,"signals: named-law; cross-book-dup (48 windows, max fan-out 387)","Zhonghua zhi xu : zhong yuan, shi jie di guo yu Zhongguo li liang de ben zhi"
7175,kuang-ren-yu-shang-xin-jing-ji,GROUNDED,1,named-law,broader trend,30,387,556,"signals: named-law; cross-book-dup (30 windows, max fan-out 387)",Kuang ren yu shang xin jing ji
7176,bei-xin-jiao-ji,GROUNDED,1,named-law,broader trend,47,387,486,"signals: named-law; cross-book-dup (47 windows, max fan-out 387)",Bei xin jiao ji
7178,gong-min-kang-ming-san-ju-ren-gandi-madinglude-jin-mandela-3-giants-of-civil-disobedience,GROUNDED,1,named-law,,19,387,734,"signals: named-law; cross-book-dup (19 windows, max fan-out 387)","Gong min kang ming san ju ren : Gandi, Madinglude Jin, Mandela = 3 giants of civil disobedience"
7179,zheng-hai-yi-sheng-xiao,GROUNDED,1,named-law,deemed sensitive,20,140,542,"signals: named-law; cross-book-dup (20 windows, max fan-out 140)",Zheng hai yi sheng xiao
7182,mao-zedong-yu-zhou-enlai,GROUNDED,1,named-law,broader trend | tensions surrounding,42,387,628,"signals: named-law; cross-book-dup (42 windows, max fan-out 387)",Mao Zedong yu Zhou Enlai
7183,mu-ji-tian-an-men-di-yi-juan,GROUNDED,1,named-law,broader trend,39,387,597,"signals: named-law; cross-book-dup (39 windows, max fan-out 387)",Mu ji tian an men. Di yi juan
7184,tian-you-xianggang,GROUNDED,1,named-law,broader trend,41,76,677,"signals: named-law; cross-book-dup (41 windows, max fan-out 76)",Tian you Xianggang
7185,mo-ri-xing-cun-zhe-de-du-bai-liu-xiaobo-de-liu-si-hui-yi-lu,GROUNDED,1,named-law,,25,387,586,"signals: named-law; cross-book-dup (25 windows, max fan-out 387)","Mo ri xing cun zhe de du bai : Liu Xiaobo de ""liu si"" hui yi lu"
7186,hun-zhang-dong-xi-zunzi-man-hua-er-ji,GROUNDED,1,named-law,broader trend,12,387,469,"signals: named-law; cross-book-dup (12 windows, max fan-out 387)",Hun zhang dong xi : Zunzi man hua er ji
7188,xianggang-ren-2-0-shi-jian-shang-wei-jie-shu-jin-hua-yi-jing-wan-cheng,GROUNDED,1,named-law,,26,387,655,"signals: named-law; cross-book-dup (26 windows, max fan-out 387)","Xianggang ren 2.0 : shi jian shang wei jie shu, jin hua yi jing wan cheng"
7190,mo-ri-xing-cun-zhe-de-du-bai-guan-yu-wo-he-liu-si,GROUNDED,1,named-law,broader trend,42,387,487,"signals: named-law; cross-book-dup (42 windows, max fan-out 387)","Mo ri xing cun zhe de du bai : guan yu wo he ""liu, si"""
7191,guo-jia-de-qiu-tu-zhao-ziyang-de-mi-mi-lu-yin,GROUNDED,1,named-law,broader trend,35,387,594,"signals: named-law; cross-book-dup (35 windows, max fan-out 387)",Guo jia de qiu tu : Zhao Ziyang de mi mi lu yin
7192,xian-fu-fu-pin-fu-yu-zhong-de-pin-fa,GROUNDED,1,named-law,broader trend | tensions surrounding,47,387,508,"signals: named-law; cross-book-dup (47 windows, max fan-out 387)",Xian fu fu pin : fu yu zhong de pin fa
7193,wo-shi-ge-chi-guo-ku-tou-de-fu-qin-fei-lao-li,GROUNDED,1,named-law,broader trend | ongoing debate about,38,387,535,"signals: named-law; cross-book-dup (38 windows, max fan-out 387)",Wo shi ge chi guo ku tou de fu qin : Fei lao Li
7194,lan-gan-pai-bian,GROUNDED,1,named-law,broader trend,41,387,595,"signals: named-law; cross-book-dup (41 windows, max fan-out 387)",Lan gan pai bian
7195,di-di,GROUNDED,1,named-law,broader trend,31,140,650,"signals: named-law; cross-book-dup (31 windows, max fan-out 140)",Di di
7196,lai-sheng-bu-zuo-zhongguo-ren,GROUNDED,1,named-law,,17,387,540,"signals: named-law; cross-book-dup (17 windows, max fan-out 387)",Lai sheng bu zuo Zhongguo ren
7198,zheng-zai-jie-shu-de-zhongguo-qi-ji,GROUNDED,1,named-law,broader trend,36,387,533,"signals: named-law; cross-book-dup (36 windows, max fan-out 387)",Zheng zai jie shu de Zhongguo qi ji
7201,guo-du-qi-91-92-man-hua-ji,GROUNDED,1,named-law,broader trend | tensions surrounding | deemed sensitive,41,387,517,"signals: named-law; cross-book-dup (41 windows, max fan-out 387)",Guo du qi '91 - '92 man hua ji
7202,nei-xie-you-shang-de-nian-qing-ren,GROUNDED,1,named-law,broader trend,14,387,501,"signals: named-law; cross-book-dup (14 windows, max fan-out 387)",Nei xie you shang de nian qing ren
7203,yu-wen-zi,GROUNDED,1,named-law,broader trend,23,387,612,"signals: named-law; cross-book-dup (23 windows, max fan-out 387)",Yu wen zi
7205,tianan-men-guang-chang-qing-chang-ji-shi,GROUNDED,1,named-law,tensions surrounding,19,387,612,"signals: named-law; cross-book-dup (19 windows, max fan-out 387)",Tian'an men guang chang qing chang ji shi
7206,xin-wen-yu-xianggang-she-hui-zhen-xiang,GROUNDED,1,named-law,broader trend,37,387,519,"signals: named-law; cross-book-dup (37 windows, max fan-out 387)",Xin wen yu Xianggang she hui zhen xiang
7207,gao-bie-quan-ru-xianggang-zi-you-zhu-yi-de-wei-ji,GROUNDED,1,named-law,broader trend,63,140,656,"signals: named-law; cross-book-dup (63 windows, max fan-out 140)",Gao bie quan ru : Xianggang zi you zhu yi de wei ji
