Fun Home: A Family Tragicomic,"Bechdel, Alison",,,,,Texas,Conroe Independent School District,Spring 2023,Banned from Libraries and Classrooms,Administration
Fun Home: A Family Tragicomic,"Bechdel, Alison",,,,,Texas,Cypress-Fairbanks Independent School District,January 2023,Banned from Libraries and Classrooms,Formal Challenge
Fun Home: A Family Tragicomic,"Bechdel, Alison",,,,,Texas,Jacksonville Independent School District,January 2023,Banned from Classrooms,Administration
Fun Home: A Family Tragicomic,"Bechdel, Alison",,,,,Missouri,Independence School District,October 2022,Banned from Libraries,Legislative Action
Fun Home: A Family Tragicomic,"Bechdel, Alison",,,,,Michigan,Milan Area Schools,January 2023,Banned from Libraries,Formal Challenge
Fun Home: A Family Tragicomic,"Bechdel, Alison",,,,,Idaho,Kuna School District,February 2023,Banned Pending Investigation,Administration
Fun Home: A Family Tragicomic,"Bechdel, Alison",,,,,Florida,Santa Rosa County District Schools,June 2023,Banned Pending Investigation,Formal Challenge
Fun Home: A Family Tragicomic,"Bechdel, Alison",,,,,Florida,Volusia County Schools,September 2022,Banned from Libraries and Classrooms,Formal Challenge
Furyborn,"Legrand, Claire",,,,Empirium,Virginia,Madison County Public Schools,January 2023,Banned Pending Investigation,Administration
Furyborn,"Legrand, Claire",,,,Empirium,Texas,Conroe Independent School District,Spring 2023,Banned from Libraries and Classrooms,Administration
"Gabi, a Girl in Pieces","Quintero, Isabel",,,,,Wisconsin,School District of Waukesha,February 2023,Banned Pending Investigation,Formal Challenge
"Gabi, a Girl in Pieces","Quintero, Isabel",,,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
"Gabi, a Girl in Pieces","Quintero, Isabel",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
"Gabi, a Girl in Pieces","Quintero, Isabel",,,,,South Carolina,Horry County Schools,June 2023,Banned from Libraries and Classrooms,Formal Challenge
"Gabi, a Girl in Pieces","Quintero, Isabel",,,,,Pennsylvania,Penncrest School District,February 2023,Banned Pending Investigation,Administration
"Gabi, a Girl in Pieces","Quintero, Isabel",,,,,Florida,Clay County School District,September 2022,Banned Pending Investigation,Formal Challenge
"Gabi, a Girl in Pieces","Quintero, Isabel",,,,,Florida,Martin County Schools,February 2023,Banned from Libraries and Classrooms,Formal Challenge
"Gabi, a Girl in Pieces","Quintero, Isabel",,,,,Florida,Volusia County Schools,June 2023,Banned from Libraries and Classrooms,Administration
Gates of Paradise,"de la Cruz, Melissa",,,,Blue Bloods,Texas,Frisco Independent School District,October 2022,Banned from Libraries,Administration
Gay & Lesbian Youth,"Stewart, Gail B.",,,,Other America,Florida,Marion County Public Schools,AY 2022-2023,Banned Pending Investigation,Formal Challenge
Gay Marriage (LSF),"Friedman, Lauri S.",,,,,Florida,Marion County Public Schools,AY 2022-2023,Banned Pending Investigation,Formal Challenge
Gay Marriage (TLR),"Roleff, Tamara L.",,,,Opposing Viewpoints,Florida,Marion County Public Schools,AY 2022-2023,Banned Pending Investigation,Formal Challenge
Gay Rights (RK),"Kranz, Rachel","Cusick, Tim",,,Library in a Book,Florida,Marion County Public Schools,AY 2022-2023,Banned Pending Investigation,Formal Challenge
Gay Rights Activists,"Burns, Kate",,,,History Makers,Florida,Marion County Public Schools,AY 2022-2023,Banned Pending Investigation,Formal Challenge
Gays and Lesbians,"Burns, Kate",,,,Contemporary Issues Companion,Florida,Marion County Public Schools,AY 2022-2023,Banned Pending Investigation,Formal Challenge
"Gender Danger: Survivors of Rape, Human Trafficking, and Honor Killings","Simons, Rae","Zoldak, Joyce",,,,Missouri,Kirkwood School District,October 2022,Banned from Libraries and Classrooms,Legislative Action
Gender Identity (Teen Mental Health),"Petrikowski, Nicki Peter",,,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
Gender Identity: Beyond Pronouns and Bathrooms,"Cook, Maria",,"Cornell, Alexis",,,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
Gender Issues (Living with a Special Need),"McIntosh, Kenneth","Walker, Ida",,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
Gender Outlaws: The Next Generation,"Bornstein, Kate","Bergman, S. Bear",,,,Missouri,Kirkwood School District,October 2022,Banned from Libraries and Classrooms,Legislative Action
Gender Queer: A Memoir,"Kobabe, Maia",,,,,Wyoming,Natrona County Schools,October 2022,Banned Pending Investigation,Formal Challenge
Gender Queer: A Memoir,"Kobabe, Maia",,,,,Wisconsin,Sheboygan Area School District,January 2023,Banned from Libraries and Classrooms,Administration
Gender Queer: A Memoir,"Kobabe, Maia",,,,,Utah,Alpine School District,November 2022,Banned from Libraries and Classrooms,Legislative Action
Gender Queer: A Memoir,"Kobabe, Maia",,,,,Texas,Fort Worth Independent School District,June 2023,Banned from Libraries and Classrooms,Informal Challenge
Gender Queer: A Memoir,"Kobabe, Maia",,,,,Pennsylvania,Central Bucks School District,December 2022,Banned from Libraries and Classrooms,Formal Challenge
Gender Queer: A Memoir,"Kobabe, Maia",,,,,Oregon,Canby Public School District,October 2022,Banned Pending Investigation,Formal Challenge
Gender Queer: A Memoir,"Kobabe, Maia",,,,,Oklahoma,Tulsa Public Schools,July 2022,Banned from Libraries and Classrooms,Informal Challenge
Gender Queer: A Memoir,"Kobabe, Maia",,,,,North Carolina,Alamance-Burlington School District,September 2022,Banned from Libraries and Classrooms,Informal Challenge
Gender Queer: A Memoir,"Kobabe, Maia",,,,,New York,Washingtonville Central School District,September 2022,Banned Pending Investigation,Informal Challenge
Gender Queer: A Memoir,"Kobabe, Maia",,,,,Missouri,Independence School District,October 2022,Banned from Libraries,Legislative Action
Gender Queer: A Memoir,"Kobabe, Maia",,,,,Missouri,Lindbergh Schools,November 2022,Banned from Libraries,Legislative Action
Gender Queer: A Memoir,"Kobabe, Maia",,,,,Missouri,Mehlville School District,August 2022,Banned from Libraries,Legislative Action
Gender Queer: A Memoir,"Kobabe, Maia",,,,,Missouri,Rockwood School District,August 2022,Banned from Libraries and Classrooms,Legislative Action
Gender Queer: A Memoir,"Kobabe, Maia",,,,,Missouri,Webster Groves School District,September 2022,Banned from Libraries,Legislative Action
Gender Queer: A Memoir,"Kobabe, Maia",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Gender Queer: A Memoir,"Kobabe, Maia",,,,,Michigan,Galesburg-Augusta Community Schools,February 2023,Banned from Libraries and Classrooms,Informal Challenge
Gender Queer: A Memoir,"Kobabe, Maia",,,,,Michigan,Spring Lake Public Schools,October 2022,Banned from Libraries,Formal Challenge
Gender Queer: A Memoir,"Kobabe, Maia",,,,,Maine,Maine School Administrative District #52,January 2023,Banned from Libraries,Formal Challenge
Gender Queer: A Memoir,"Kobabe, Maia",,,,,Maine,Regional School Unit #24,January 2023,Banned from Libraries,Formal Challenge
Gender Queer: A Memoir,"Kobabe, Maia",,,,,Maine,Regional School Unit #56,August 2022,Banned from Libraries and Classrooms,Formal Challenge
Gender Queer: A Memoir,"Kobabe, Maia",,,,,Idaho,Kuna School District,February 2023,Banned Pending Investigation,Administration
Gender Queer: A Memoir,"Kobabe, Maia",,,,,Florida,Collier County Public Schools,March 2023,Banned from Libraries and Classrooms,Administration
Gender Queer: A Memoir,"Kobabe, Maia",,,,,Florida,Orange County Public Schools,March 2023,Banned from Libraries and Classrooms,Administration
Gender Queer: A Memoir,"Kobabe, Maia",,,,,Florida,School District of Manatee County,July 2022,Banned Pending Investigation,Legislative Action
Gender Queer: A Memoir,"Kobabe, Maia",,,,,Florida,St. Lucie Public Schools,March 2023,Banned from Libraries and Classrooms,Administration
Gender Queer: A Memoir,"Kobabe, Maia",,,,,Colorado,Cherry Creek School District,September 2022,Banned Pending Investigation,Unclear
Genesis: The Jewish Children's Bible,"Prenzlau, Sheryl",,"Smekhov, Zely",,Jewish Children's Bible,Florida,Brevard Public Schools,June 2023,Banned from Libraries and Classrooms,Informal Challenge
"George Washington Carver, What Do You See?","Benge, Janet","Benge, Geoff","James, Kennon",,Another Great Achiever,Florida,Brevard Public Schools,June 2023,Banned from Libraries and Classrooms,Informal Challenge
Georgia Peaches and Other Forbidden Fruit,"Brown, Jaye Robin",,,,,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
Ghost Boys,"Rhodes, Jewel Parker",,,,,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
Ghost Boys,"Rhodes, Jewel Parker",,,,,Florida,FAU Lab Schools,March 2023,Banned from Classrooms,Administration
Ghost Boys,"Rhodes, Jewel Parker",,,,,Florida,Martin County Schools,February 2023,Banned from Libraries,Formal Challenge
Giant Days,"Allison, John","Cogar, Whitney","Treiman, Lissa",,Giant Days,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Giant Days: Not On the Test Edition Vol. 1 - Fall Semester,"Allison, John",,"Treiman, Lissa; Sarin, Max",,Giant Days,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Giant Days: Not On the Test Edition Vol. 2 - Winter Semester,"Allison, John",,"Treiman, Lissa; Sarin, Max; Fleming, Liz",,Giant Days,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Gilded,"Meyer, Marissa",,,,Gilded,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
Gilgamesh: A Graphic Novel,"Winegarner, Andrew",,,,,Missouri,Rockwood School District,August 2022,Banned from Libraries and Classrooms,Legislative Action
Gingerbread,"Cohn, Rachel",,,,Cyd Charisse,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
Girl in Pieces,"Glasgow, Kathleen",,,,,Pennsylvania,Penncrest School District,February 2023,Banned Pending Investigation,Administration
Girl in Pieces,"Glasgow, Kathleen",,,,,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
Girl in Pieces,"Glasgow, Kathleen",,,,,Florida,Escambia County Public Schools,September 2022,Banned Pending Investigation,Formal Challenge
Girl in Translation,"Kwok, Jean",,,,,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
Girl Made of Stars,"Blake, Ashley Herring",,,,,Florida,Escambia County Public Schools,May 2023,Banned Pending Investigation,Formal Challenge
Girl Talk: The Ultimate Body & Puberty Book for Girls,Editors of Cider Mill Press,,"Vallo, Chris",,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
"Girl, (Nearly) 16: Absolute Torture","Limb, Sue",,,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
Girls from Da Hood,"Turner, Nikki",,,,Girls from Da Hood,Pennsylvania,Penncrest School District,February 2023,Banned Pending Investigation,Administration
Girls from Da Hood 2,"Turner, Nikki","Williams, KaShamba; Joy",,,Girls from Da Hood,Pennsylvania,Penncrest School District,February 2023,Banned Pending Investigation,Administration
Girls Like Us (2015),"Giles, Gail",,,,,Texas,Keller Independent School District,Fall 2022,Banned Pending Investigation,Formal Challenge
Girls of Paper and Fire,"Ngan, Natasha","Patterson, James",,,Girls of Paper and Fire,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
Glass,"Hopkins, Ellen",,,,Crank,Utah,Canyons School District,AY 2022-2023,Banned from Libraries and Classrooms,Formal Challenge
Glass,"Hopkins, Ellen",,,,Crank,Utah,Davis School District,December 2022,Banned from Libraries and Classrooms,Formal Challenge
Glass,"Hopkins, Ellen",,,,Crank,Texas,Conroe Independent School District,Spring 2023,Banned from Libraries and Classrooms,Administration
Glass,"Hopkins, Ellen",,,,Crank,Texas,Frisco Independent School District,November 2022,Banned from Libraries and Classrooms,Informal Challenge
Glass,"Hopkins, Ellen",,,,Crank,Texas,Keller Independent School District,January 2023,Banned from Libraries and Classrooms,Formal Challenge
Glass,"Hopkins, Ellen",,,,Crank,South Carolina,Beaufort County School District,October 2022,Banned from Libraries,Informal Challenge
Glass,"Hopkins, Ellen",,,,Crank,South Carolina,Horry County Schools,June 2023,Banned from Libraries and Classrooms,Formal Challenge
Glass,"Hopkins, Ellen",,,,Crank,Pennsylvania,Penncrest School District,February 2023,Banned Pending Investigation,Administration
Glass,"Hopkins, Ellen",,,,Crank,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
Glass,"Hopkins, Ellen",,,,Crank,Florida,Hernando County Schools,October 2022,Banned from Libraries and Classrooms,Administration
Glass,"Hopkins, Ellen",,,,Crank,Florida,Volusia County Schools,January 2023,Banned from Libraries,Administration
GLBTQ*: The Survival Guide for Queer & Questioning Teens,"Huegel, Kelly",,,,,Florida,Escambia County Public Schools,September 2022,Banned Pending Investigation,Formal Challenge
Glitter,"Daniels, Babygirl",,,,Babygirl Dramas,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
Go Ask Alice,"Sparks, Beatrice",Anonymous,,,,Utah,Davis School District,December 2022,Banned from Libraries and Classrooms,Formal Challenge
Go Ask Alice,"Sparks, Beatrice",Anonymous,,,,Texas,Keller Independent School District,February 2023,Banned Pending Investigation,Formal Challenge
Go Ask Alice,"Sparks, Beatrice",Anonymous,,,,South Carolina,Beaufort County School District,October 2022,Banned from Libraries,Informal Challenge
Go Ask Alice,"Sparks, Beatrice",Anonymous,,,,South Carolina,Horry County Schools,June 2023,Banned from Libraries and Classrooms,Formal Challenge
Go Ask Alice,"Sparks, Beatrice",Anonymous,,,,Pennsylvania,Penncrest School District,February 2023,Banned Pending Investigation,Administration
Go Ask Alice,"Sparks, Beatrice",Anonymous,,,,North Carolina,Pender County Schools,February 2023,Banned from Libraries,Administration
Go Ask Alice,"Sparks, Beatrice",Anonymous,,,,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
Go Ask Alice,"Sparks, Beatrice",Anonymous,,,,Florida,Escambia County Public Schools,September 2022,Banned Pending Investigation,Formal Challenge
Go Ask Alice,"Sparks, Beatrice",Anonymous,,,,Florida,Martin County Schools,February 2023,Banned from Libraries and Classrooms,Formal Challenge
Go Ask Alice,"Sparks, Beatrice",Anonymous,,,,Florida,School District of Hamilton County,March 2023,Banned from Libraries and Classrooms,Administration
Go Ask Alice,"Sparks, Beatrice",Anonymous,,,,Florida,Volusia County Schools,June 2023,Banned from Libraries and Classrooms,Administration
Go Set a Watchman,"Lee, Harper",,,,,Pennsylvania,Penncrest School District,February 2023,Banned Pending Investigation,Administration
Go with the Flow,"Williams, Lily","Schneemann, Karen",,,,Texas,Keller Independent School District,Fall 2022,Banned Pending Investigation,Formal Challenge
God Sent a Rainbow and Other Bible Stories,"Zeldis, Yona",,"Zeldis, Malcah",,,Florida,Brevard Public Schools,June 2023,Banned from Libraries and Classrooms,Informal Challenge
God's Best Promises for Kids,"Thomas, Mack",,"Davis, Dennas",,,Florida,Brevard Public Schools,June 2023,Banned from Libraries and Classrooms,Informal Challenge
God's People: Stories from the Old Testament,"McCaughrean, Geraldine",,,,,Florida,Brevard Public Schools,June 2023,Banned from Libraries and Classrooms,Informal Challenge
God's Story,"Mark, Jan",,"Parkins, David",,,Florida,Brevard Public Schools,June 2023,Banned from Libraries and Classrooms,Informal Challenge
"Gone, Gone, Gone","Moskowitz, Hannah",,,,,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
Good Talk: A Memoir in Conversations,"Jacob, Mira",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Grace and Glory,"Armentrout, Jennifer L.",,,,Harbinger,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
Gracefully Grayson,"Polonsky, Ami",,,,,Florida,The School District of Palm Beach County,July 2022,Banned from Libraries,Legislative Action
Graceling,"Cashore, Kristin",,,,Graceling Realm,Florida,Clay County School District,AY 2022-2023,Banned from Libraries and Classrooms,Administration/Formal Challenge
Graceling,"Cashore, Kristin",,,,Graceling Realm,Florida,Escambia County Public Schools,September 2022,Banned Pending Investigation,Formal Challenge
Graceling,"Cashore, Kristin",,,,Graceling Realm,Florida,School District of Hamilton County,March 2023,Banned from Libraries and Classrooms,Administration
Grand Canyon: A Different View,"Vail, Tom",,,,,Florida,Brevard Public Schools,June 2023,Banned from Libraries and Classrooms,Informal Challenge
Grandad's Camper,"Woodgate, Harry",,,,,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
Graphic Classics Volume 8: Mark Twain - 2nd Edition,"Twain, Mark","Caputo, Antonella","Geary, Rick; Geradts, Evert; Flenniken, Shary; Miller, Nick; Gane, Simon; Ulve, Kirsten; Pawlosky, Toni; Tooks, Lance; Weber, Lisa K.; Owens, Annie; Fleener, Mary; Reppeteaux, Lesley",,Graphic Classics,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Graphic Classics: Bram Stoker,"Pomplun, Tom","Stoker, Bram","Ollmann, Joe; Schacherl, Rico; Alanguilan, Gerry; Geradts, Evert; Jeremi, Onsmith; Emerson, Hunt",,Graphic Classics,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Graphic Classics: Edgar Allan Poe,"Pomplun, Tom","Poe, Edgar Allan","Geary, Rick; Sala, Richard; Crumb, Maxon; Bonivert, J. B.; Langridge, Roger; Rodriguez, Spain; Weber, Lisa K.; Gomez, Juan; Shaw, Stanley; Lopez, Pedro; Coulthart, John; Howarth, Matt",,Graphic Classics,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Graphic Design: A New History,"Eskilson, Stephen J.",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Grass,"Gendry-Kim, Keum Suk",,,"Hong, Janet",,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Great Masterpieces of the World,"Korn, Irene",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Green River Killer: A True Detective Story,"Jensen, Jeff",,"Case, Jonathan",,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Grit,"French, Gillian",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Grit,"French, Gillian",,,,,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
Grit,"French, Gillian",,,,,Florida,Escambia County Public Schools,September 2022,Banned Pending Investigation,Formal Challenge
Grit,"French, Gillian",,,,,Florida,Volusia County Schools,June 2023,Banned from Libraries and Classrooms,Administration
grl2grl,"Peters, Julie Anne",,,,,Utah,Alpine School District,November 2022,Banned from Libraries and Classrooms,Legislative Action
grl2grl,"Peters, Julie Anne",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
grl2grl,"Peters, Julie Anne",,,,,Florida,Duval County Public Schools,March 2023,Banned from Libraries and Classrooms,Administration
Gross Gods,"Hoena, Blake",,"Stevanovic, Ivica",,Michael Dahl Presents: Gross Gods,Florida,Duval County Public Schools,March 2023,Banned from Libraries and Classrooms,Administration
Ground Zero,"Gratz, Alan",,,,,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
Ground Zero,"Gratz, Alan",,,,,Florida,Escambia County Public Schools,September 2022,Banned Pending Investigation,Formal Challenge
Ground Zero,"Gratz, Alan",,,,,Florida,School District of Hamilton County,March 2023,Banned from Libraries and Classrooms,Administration
Grown,"Jackson, Tiffany D.",,,,,Texas,Frisco Independent School District,October 2022,Banned from Libraries and Classrooms,Administration
Grown,"Jackson, Tiffany D.",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Grown,"Jackson, Tiffany D.",,,,,Florida,Clay County School District,September 2022,Banned Pending Investigation,Formal Challenge
Grown,"Jackson, Tiffany D.",,,,,Florida,Escambia County Public Schools,October 2022,Banned Pending Investigation,Formal Challenge
Grown,"Jackson, Tiffany D.",,,,,Florida,Volusia County Schools,June 2023,Banned from Libraries and Classrooms,Administration
Grown in 60 Seconds,"Lee, Darrien",,,,Denim Diaries,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
Guess What?,"Fox, Mem",,"Goodman, Vivienne",,,Florida,Duval County Public Schools,March 2023,Banned from Libraries and Classrooms,Administration
Guyaholic,"Mackler, Carolyn",,,,,Florida,Escambia County Public Schools,September 2022,Banned Pending Investigation,Formal Challenge
Guyaholic,"Mackler, Carolyn",,,,,Florida,Volusia County Schools,June 2023,Banned from Libraries and Classrooms,Administration
"Gyo, Vol. 1: The Death-Stench Creeps","Ito, Junji",,,,Gyo,Pennsylvania,Penncrest School District,February 2023,Banned Pending Investigation,Administration
Half of a Yellow Sun,"Adichie, Chimamanda Ngozi",,,,,Utah,Granite School District,October 2022,Banned from Libraries and Classrooms,Formal Challenge
Half of a Yellow Sun,"Adichie, Chimamanda Ngozi",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Half of a Yellow Sun,"Adichie, Chimamanda Ngozi",,,,,Florida,Clay County School District,September 2022,Banned from Libraries and Classrooms,Formal Challenge
"Hama-Kimi: For You In Full Blossom, Vol. 1","Nakajo, Hisaya",,,,Hana-Kimi,Pennsylvania,Penncrest School District,February 2023,Banned Pending Investigation,Administration
"Hama-Kimi: For You In Full Blossom, Vol. 3","Nakajo, Hisaya",,,,Hana-Kimi,Pennsylvania,Penncrest School District,February 2023,Banned Pending Investigation,Administration
Handle with Care,"Picoult, Jodi",,,,,Florida,Martin County Schools,February 2023,Banned from Libraries and Classrooms,Formal Challenge
Hands Up!,"McDaniel, Breanna J.",,"Evans, Shane W.",,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
Hands-On Bible,Tyndale House,,,,,Florida,Brevard Public Schools,June 2023,Banned from Libraries and Classrooms,Informal Challenge
Happily Ever After,"Roberts, Nora",,,,Bride Quartet,Florida,Martin County Schools,March 2023,Banned from Libraries and Classrooms,Formal Challenge
Harry Callahan: The Photographer at Work,"Salvesen, Britt",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Haunted,"Palahniuk, Chuck",,,,,Virginia,Hanover County Public Schools,June 2023,Banned from Libraries and Classrooms,Informal Challenge
Haunted,"Palahniuk, Chuck",,,,,Utah,Washington County School District,March 2023,Banned from Libraries and Classrooms,Administration
"Healing Sexual Trauma Workbook: Somatic Skills to Help You Feel Safe in Your Body, Create Boundaries, and Live with Resilience","Shershun, Erika",,,,,Michigan,Davison Community Schools,August 2022,Banned from Libraries and Classrooms,Informal Challenge
Hear These Voices: Youth at the Edge of the Millennium,"Allison, Anthony",,,,,Florida,Escambia County Public Schools,September 2022,Banned Pending Investigation,Formal Challenge
"Heartstopper, Vol. 1","Oseman, Alice",,,,Heartstopper,Utah,Granite School District,November 2022,Banned Pending Investigation,Formal Challenge
"Heartstopper, Vol. 1","Oseman, Alice",,,,Heartstopper,Texas,Keller Independent School District,February 2023,Banned Pending Investigation,Formal Challenge
"Heartstopper, Vol. 1","Oseman, Alice",,,,Heartstopper,Oregon,Canby Public School District,March 2023,Banned Pending Investigation,Formal Challenge
"Heartstopper, Vol. 1","Oseman, Alice",,,,Heartstopper,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
"Heartstopper, Vol. 2","Oseman, Alice",,,,Heartstopper,Utah,Granite School District,November 2022,Banned Pending Investigation,Formal Challenge
"Heartstopper, Vol. 2","Oseman, Alice",,,,Heartstopper,Texas,Keller Independent School District,February 2023,Banned Pending Investigation,Formal Challenge
"Heartstopper, Vol. 2","Oseman, Alice",,,,Heartstopper,Oregon,Canby Public School District,March 2023,Banned Pending Investigation,Formal Challenge
"Heartstopper, Vol. 2","Oseman, Alice",,,,Heartstopper,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
"Heartstopper, Vol. 3","Oseman, Alice",,,,Heartstopper,Utah,Granite School District,November 2022,Banned Pending Investigation,Formal Challenge
"Heartstopper, Vol. 3","Oseman, Alice",,,,Heartstopper,Texas,Keller Independent School District,February 2023,Banned Pending Investigation,Formal Challenge
"Heartstopper, Vol. 3","Oseman, Alice",,,,Heartstopper,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
"Heartstopper, Vol. 4","Oseman, Alice",,,,Heartstopper,Utah,Granite School District,November 2022,Banned Pending Investigation,Formal Challenge
"Heartstopper, Vol. 4","Oseman, Alice",,,,Heartstopper,Texas,Keller Independent School District,February 2023,Banned Pending Investigation,Formal Challenge
Heir of Fire,"Maas, Sarah J.",,,,Throne of Glass,Texas,Keller Independent School District,February 2023,Banned from Libraries,Formal Challenge
Heir of Fire,"Maas, Sarah J.",,,,Throne of Glass,Pennsylvania,Penncrest School District,February 2023,Banned Pending Investigation,Administration
Heir of Fire,"Maas, Sarah J.",,,,Throne of Glass,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
Her Royal Highness,"Hawkins, Rachel",,,,,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
Hero,"Lupica, Mike",,,,,Texas,Frisco Independent School District,January 2023,Banned from Libraries,Administration
Hero Tales: A Family Treasury of True Stories from the Lives of Christian Heroes,"Jackson, Dave","Jackson, Neta",,,,Florida,Brevard Public Schools,June 2023,Banned from Libraries and Classrooms,Informal Challenge
Heroine,"McGinnis, Mindy",,,,,Utah,Granite School District,November 2022,Banned Pending Investigation,Formal Challenge
Heroine,"McGinnis, Mindy",,,,,Texas,Keller Independent School District,February 2023,Banned Pending Investigation,Formal Challenge
Heroine,"McGinnis, Mindy",,,,,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
Heroine,"McGinnis, Mindy",,,,,Florida,Escambia County Public Schools,September 2022,Banned Pending Investigation,Formal Challenge
Heroine,"McGinnis, Mindy",,,,,Florida,Martin County Schools,February 2023,Banned from Libraries and Classrooms,Formal Challenge
Heroine,"McGinnis, Mindy",,,,,Florida,Volusia County Schools,June 2023,Banned from Libraries and Classrooms,Administration
"High School of the Dead, Vol. 1","Sato, Daisuke",,"Sato, Shouji","Dashiell, Christine",High School of the Dead,Pennsylvania,Penncrest School District,February 2023,Banned Pending Investigation,Administration
Him,"Kennedy, Elle","Bowen, Sarina",,,Him,Minnesota,Sartell-St. Stephen ISD 748,January 2023,Banned Pending Investigation,Informal Challenge
Himawari House,"Becker, Harmony",,,,,Missouri,Kirkwood School District,October 2022,Banned from Libraries and Classrooms,Legislative Action
Himawari House,"Becker, Harmony",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
History Is All You Left Me,"Silvera, Adam",,,,,Florida,Clay County School District,AY 2022-2023,Banned from Libraries and Classrooms,Administration/Formal Challenge
History of Western Art in Comics Part One: From Prehistory to the Renaissance,"Augustin, Marion",,"Heitz, Bruno",,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Hitler's Final Solution,"Allen, John",,,,Understanding the Holocaust,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Hold Me Closer: The Tiny Cooper Story,"Levithan, David",,,,"Will Grayson, Will Grayson",Florida,Clay County School District,AY 2022-2023,Banned from Libraries and Classrooms,Administration/Formal Challenge
Hold Still,"LaCour, Nina",,,,,Pennsylvania,Penncrest School District,February 2023,Banned Pending Investigation,Administration
Holding the Dream,"Roberts, Nora",,,,Dream,Florida,Martin County Schools,March 2023,Banned from Libraries and Classrooms,Formal Challenge
Holding up the Universe,"Niven, Jennifer",,,,,Pennsylvania,Penncrest School District,February 2023,Banned Pending Investigation,Administration
