Out of Darkness,"Pérez, Ashley Hope",,,,,Florida,Escambia County Public Schools,September 2022,Banned Pending Investigation,Formal Challenge
Out of Darkness,"Pérez, Ashley Hope",,,,,Florida,Marion County Public Schools,AY 2022-2023,Banned Pending Investigation,Formal Challenge
Out of Darkness,"Pérez, Ashley Hope",,,,,Florida,School District of Osceola County,March 2023,Banned from Libraries and Classrooms,Administration
Out of Darkness,"Pérez, Ashley Hope",,,,,Florida,Volusia County Schools,March 2023,Banned from Libraries,Administration
Outlander,"Gabaldon, Diana",,,,Outlander,Pennsylvania,Pleasant Valley School District,July 2022,Banned Pending Investigation,Informal Challenge
Outlander,"Gabaldon, Diana",,,,Outlander,Florida,Clay County School District,AY 2022-2023,Banned from Libraries and Classrooms,Administration/Formal Challenge
Outlander,"Gabaldon, Diana",,,,Outlander,Florida,Collier County Public Schools,March 2023,Banned from Libraries,Administration
Outlander,"Gabaldon, Diana",,,,Outlander,Florida,Duval County Public Schools,March 2023,Banned from Libraries and Classrooms,Administration
Outlander,"Gabaldon, Diana",,,,Outlander,Florida,Marion County Public Schools,AY 2022-2023,Banned Pending Investigation,Formal Challenge
Outlander,"Gabaldon, Diana",,,,Outlander,Florida,Okaloosa County Schools District,January 2023,Banned Pending Investigation,Administration
Overkill: Mass Murder and Serial Killing Exposed,"Fox, James Alan","Levin, Jack",,,,Pennsylvania,Penncrest School District,February 2023,Banned Pending Investigation,Administration
P. S. I Still Love You,"Han, Jenny",,,,To All the Boys I've Loved Before,Texas,Frisco Independent School District,August 2022,Banned from Libraries,Administration
Pablo: Art Masters Series,"Birmant, Julie",,"Oubrerie, Clement",,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Parable of the Sower,"Butler, Octavia E.",,,,Earthseed,Texas,Frisco Independent School District,October 2022,Banned from Libraries,Administration
Parable of the Talents,"Butler, Octavia E.",,,,Earthseed,Texas,Frisco Independent School District,October 2022,Banned from Libraries,Administration
Parables: Stories Jesus Told,"Hoffman, Mary",,"Morris, Jackie",,,Florida,Brevard Public Schools,June 2023,Banned from Libraries and Classrooms,Informal Challenge
Parenthesis,"Durand, Elodie",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Passenger,"Bracken, Alexandra",,,,Passenger,Texas,Frisco Independent School District,March 2023,Banned from Libraries,Administration
Patience,"Clowes, Daniel",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Peaceful Fights for Equal Rights,"Sanders, Rob",,"Schorr, Jared Andrew",,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
Peak,"Smith, Roland",,,,Peak,Texas,Frisco Independent School District,October 2022,Banned from Libraries,Administration
"Pedro and Me: Friendship, Loss, and What I Learned","Winick, Judd",,,,,Pennsylvania,Penncrest School District,February 2023,Banned Pending Investigation,Administration
Penultimate Quest,"Brown, Lars",,"Kantz, John; Glendining, Bex",,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
People Kill People,"Hopkins, Ellen",,,,,Utah,Alpine School District,November 2022,Banned from Libraries and Classrooms,Legislative Action
People Kill People,"Hopkins, Ellen",,,,,Utah,Granite School District,October 2022,Banned Pending Investigation,Formal Challenge
People Kill People,"Hopkins, Ellen",,,,,Utah,Washington County School District,July 2022,Banned from Libraries and Classrooms,Informal Challenge
People Kill People,"Hopkins, Ellen",,,,,Texas,Conroe Independent School District,Spring 2023,Banned from Libraries and Classrooms,Administration
People Kill People,"Hopkins, Ellen",,,,,Texas,Frisco Independent School District,October 2022,Banned from Libraries and Classrooms,Informal Challenge
People Kill People,"Hopkins, Ellen",,,,,Pennsylvania,Penncrest School District,February 2023,Banned Pending Investigation,Administration
People Kill People,"Hopkins, Ellen",,,,,North Dakota,Williston Basin School District #7,September 2022,Banned Pending Investigation,Informal Challenge
People Kill People,"Hopkins, Ellen",,,,,Florida,Clay County School District,AY 2022-2023,Banned from Libraries and Classrooms,Administration/Formal Challenge
People Kill People,"Hopkins, Ellen",,,,,Florida,Volusia County Schools,June 2023,Banned from Libraries and Classrooms,Administration
Percy Jackson's Greek Gods,"Riordan, Rick",,,,Camp Half-Blood Chronicles,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
Perfect,"Hopkins, Ellen",,,,Impulse,Utah,Canyons School District,AY 2022-2023,Banned from Libraries and Classrooms,Formal Challenge
Perfect,"Hopkins, Ellen",,,,Impulse,Utah,Davis School District,December 2022,Banned from Libraries and Classrooms,Formal Challenge
Perfect,"Hopkins, Ellen",,,,Impulse,Utah,Granite School District,October 2022,Banned Pending Investigation,Formal Challenge
Perfect,"Hopkins, Ellen",,,,Impulse,Utah,Wasatch School District,AY 2022-2023,Banned from Libraries and Classrooms,Formal Challenge
Perfect,"Hopkins, Ellen",,,,Impulse,Texas,Conroe Independent School District,Spring 2023,Banned from Libraries and Classrooms,Administration
Perfect,"Hopkins, Ellen",,,,Impulse,Texas,Frisco Independent School District,October 2022,Banned from Libraries and Classrooms,Informal Challenge
Perfect,"Hopkins, Ellen",,,,Impulse,Texas,Keller Independent School District,January 2023,Banned from Libraries and Classrooms,Formal Challenge
Perfect,"Hopkins, Ellen",,,,Impulse,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Perfect,"Hopkins, Ellen",,,,Impulse,Pennsylvania,Penncrest School District,February 2023,Banned Pending Investigation,Administration
Perfect,"Hopkins, Ellen",,,,Impulse,Oregon,Canby Public School District,March 2023,Banned Pending Investigation,Formal Challenge
Perfect,"Hopkins, Ellen",,,,Impulse,Michigan,Chippewa Valley Schools,February 2023,Banned from Libraries and Classrooms,Formal Challenge
Perfect,"Hopkins, Ellen",,,,Impulse,Georgia,Forsyth County Schools,June 2023,Banned from Libraries,Formal Challenge
Perfect,"Hopkins, Ellen",,,,Impulse,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
Perfect,"Hopkins, Ellen",,,,Impulse,Florida,Hernando County Schools,October 2022,Banned from Libraries and Classrooms,Administration
Perfect,"Hopkins, Ellen",,,,Impulse,Florida,St. John's County School District,January 2023,Banned Pending Investigation,Formal Challenge
Perfect Match,"Picoult, Jodi",,,,,Florida,Martin County Schools,February 2023,Banned from Libraries and Classrooms,Formal Challenge
Perfectly Good White Boy,"Mesrobian, Carrie",,,,,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
Persepolis 2: The Story of a Return,"Satrapi, Marjane",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Persepolis: The Story of a Childhood,"Satrapi, Marjane",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Persepolis: The Story of a Childhood,"Satrapi, Marjane",,,,,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
Pet,"Emezi, Akwaeke",,,,,Florida,School District of Manatee County,July 2022,Banned from Libraries,Legislative Action
Pet Sematary,"King, Stephen",,,,,Pennsylvania,Penncrest School District,February 2023,Banned Pending Investigation,Administration
Pharaoh's Daughter: A Novel of Ancient Egypt,"Lester, Julius",,,,,Florida,Brevard Public Schools,June 2023,Banned from Libraries and Classrooms,Informal Challenge
Picture Perfect,"Jules, Jacqueline",,"Smith, Kim",,Sofía Martínez,Florida,Martin County Schools,February 2023,Banned from Libraries and Classrooms,Formal Challenge
Pierce Brown's Red Rising: Sons of Ares - An Original Graphic Novel,"Brown, Pierce","Hoskin, Rik","Powell, Eli",,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Pillage,"Skye, Obert",,,,Pillage,Texas,Frisco Independent School District,October 2022,Banned from Libraries,Administration
Pioneers of LGBTQ+ Rights,"McGrody, Ellen",,,,History of the LGBTQ + Rights Movement,Florida,Marion County Public Schools,AY 2022-2023,Banned Pending Investigation,Formal Challenge
Plain Truth,"Picoult, Jodi",,,,,Florida,Martin County Schools,February 2023,Banned from Libraries and Classrooms,Formal Challenge
Please Ignore Vera Dietz,"King, A. S.",,,,,Pennsylvania,Penncrest School District,February 2023,Banned Pending Investigation,Administration
Point Blank,"Horowitz, Anthony",,,,Alex Rider Adventure,Texas,Frisco Independent School District,October 2022,Banned from Libraries,Administration
Poisoned,"Donnelly, Jennifer",,,,,Texas,Frisco Independent School District,November 2022,Banned from Libraries,Administration
"Poisonous, Smelly, and Amazing Plants",Zonderkidz.com,,,,Made by God,Florida,Brevard Public Schools,June 2023,Banned from Libraries and Classrooms,Informal Challenge
"Pox, Pus and Plague","Townsend, John",,,,A Painful History of Medicine,Texas,Frisco Independent School District,September 2022,Banned from Libraries,Administration
Prey,"Crichton, Michael",,,,,Texas,Frisco Independent School District,October 2022,Banned Pending Investigation,Administration
Pride: The Story of Harvey Milk and the Rainbow Flag,"Sanders, Rob",,,,,Utah,Ogden School District,March 2023,Banned from Libraries,Formal Challenge
Pride: The Story of Harvey Milk and the Rainbow Flag,"Sanders, Rob",,,,,Florida,The School District of Palm Beach County,July 2022,Banned Pending Investigation,Legislative Action
Private Label,"Yang, Kelly",,,,,Utah,Washington County School District,November 2022,Banned from Libraries and Classrooms,Informal Challenge
Protest Movements: Then and Now,"Braun, Eric",,,,,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
Protesting Police Violence in Modern America,"Harris, Duchess",,,,,Florida,School District of Manatee County,July 2022,Banned Pending Investigation,Legislative Action
Psalm Twenty-Three,"Ladwig, Tim",,,,,Florida,Brevard Public Schools,June 2023,Banned from Libraries and Classrooms,Informal Challenge
Psalms and Proverbs,"Davidson, Alice Joyce",,"Marshall, Victoria",,Alice in Bibleland,Florida,Brevard Public Schools,June 2023,Banned from Libraries and Classrooms,Informal Challenge
Puberty is Gross but Also Really Awesome,"Loveless, Gina",,"Johnston, Lauri",,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Public Enemies,"Aguirre, Ann",,,,The Immortal Game,Texas,Frisco Independent School District,March 2023,Banned from Libraries,Administration
Punching the Air,"Zoboi, Ibi","Salaam, Yusef",,,,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
Push,Sapphire,,,,,Utah,Alpine School District,November 2022,Banned from Libraries,Legislative Action
Push,Sapphire,,,,,Utah,Granite School District,November 2022,Banned Pending Investigation,Formal Challenge
Push,Sapphire,,,,,Utah,Washington County School District,July 2022,Banned from Libraries and Classrooms,Informal Challenge
Push,Sapphire,,,,,Texas,Conroe Independent School District,Spring 2023,Banned from Libraries and Classrooms,Administration
Push,Sapphire,,,,,Texas,Lake Travis Independent School District,November 2022,Banned from Libraries and Classrooms,Informal Challenge
Push,Sapphire,,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Push,Sapphire,,,,,Pennsylvania,Central York School District,January 2023,Banned from Libraries and Classrooms,Formal Challenge
Push,Sapphire,,,,,North Carolina,Cumberland County Schools,April 2023,Banned from Libraries and Classrooms,Administration
Push,Sapphire,,,,,Michigan,Davison Community Schools,August 2022,Banned from Libraries and Classrooms,Informal Challenge
Push,Sapphire,,,,,Michigan,Dearborn Public Schools,September 2022,Banned from Libraries and Classrooms,Unclear
Push,Sapphire,,,,,Michigan,Portage Public Schools,December 2022,Banned Pending Investigation,Informal Challenge
Push,Sapphire,,,,,Maine,Maine School Administrative District #6,April 2023,Banned Pending Investigation,Informal Challenge
Push,Sapphire,,,,,Florida,Clay County School District,AY 2022-2023,Banned from Libraries and Classrooms,Administration/Formal Challenge
Push,Sapphire,,,,,Florida,Escambia County Public Schools,September 2022,Banned Pending Investigation,Formal Challenge
Push,Sapphire,,,,,Florida,Flagler Schools,October 2022,Banned from Libraries and Classrooms,Formal Challenge
Push,Sapphire,,,,,Florida,Marion County Public Schools,AY 2022-2023,Banned from Libraries and Classrooms,Formal Challenge
Push,Sapphire,,,,,Florida,Santa Rosa County District Schools,June 2023,Banned from Libraries and Classrooms,Formal Challenge
Push,Sapphire,,,,,Florida,School District of Manatee County,July 2022,Banned from Libraries and Classrooms,Legislative Action
Push,Sapphire,,,,,Florida,Seminole County Public Schools,October 2022,Banned from Libraries,Formal Challenge
Push,Sapphire,,,,,Colorado,Academy School District 20,May 2023,Banned Pending Investigation,Informal Challenge
Quackery: A Brief History of the Worst Ways to Cure Everything,"Kang, Lydia","Pedersen, Nate",,,,Missouri,Lindbergh Schools,November 2022,Banned from Libraries,Legislative Action
Queen of Air and Darkness,"Clare, Cassandra",,,,The Dark Artifices,Texas,Frisco Independent School District,October 2022,Banned from Libraries,Administration
Queen of Shadows,"Maas, Sarah J.",,,,Throne of Glass,Texas,Frisco Independent School District,November 2022,Banned from Libraries,Administration
Queen of Shadows,"Maas, Sarah J.",,,,Throne of Glass,Texas,Keller Independent School District,February 2023,Banned from Libraries,Formal Challenge
Queen of Shadows,"Maas, Sarah J.",,,,Throne of Glass,Pennsylvania,Penncrest School District,February 2023,Banned Pending Investigation,Administration
Queen of Shadows,"Maas, Sarah J.",,,,Throne of Glass,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
Queen of the Sea,"Meconis, Dylan",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Queer Ducks (and Other Animals): The Natural World of Animal Sexuality,"Schrefer, Eliot",,"Zuckerberg, Jules",,,Wisconsin,Gale-Ettrick-Trempealeau School District,June 2023,Banned Pending Investigation,Unclear
"Queer, There and Everywhere: 23 People Who Changed the World","Prager, Sarah",,,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
"Queer, There and Everywhere: 23 People Who Changed the World","Prager, Sarah",,,,,Pennsylvania,Penncrest School District,February 2023,Banned Pending Investigation,Administration
"Queer, There and Everywhere: 23 People Who Changed the World","Prager, Sarah",,,,,Florida,Escambia County Public Schools,September 2022,Banned Pending Investigation,Formal Challenge
"Queer, There and Everywhere: 23 People Who Changed the World","Prager, Sarah",,,,,Florida,Marion County Public Schools,AY 2022-2023,Banned Pending Investigation,Formal Challenge
Queer: The Ultimate LGBTQ Guide for Teens,"Belge, Kathy","Bieschke, Marke","Robinson, Christopher",,,Utah,Alpine School District,November 2022,Banned from Libraries,Legislative Action
Queer: The Ultimate LGBTQ Guide for Teens,"Belge, Kathy","Bieschke, Marke","Robinson, Christopher",,,Texas,Frisco Independent School District,October 2022,Banned from Libraries and Classrooms,Administration
Queer: The Ultimate LGBTQ Guide for Teens,"Belge, Kathy","Bieschke, Marke","Robinson, Christopher",,,Maine,Regional School Unit #24,January 2023,Banned from Libraries,Formal Challenge
Quotations for Kids,"Senn, J. A.",,"Pica, Steve",,,Florida,Brevard Public Schools,June 2023,Banned from Libraries and Classrooms,Informal Challenge
Race and Policing in Modern America,"Harris, Duchess","Van , R. L.",,,,Florida,Escambia County Public Schools,September 2022,Banned Pending Investigation,Formal Challenge
Race and Policing in Modern America,"Harris, Duchess","Van , R. L.",,,,Florida,School District of Manatee County,August 2022,Banned Pending Investigation,Legislative Action
Radiant Child: The Story of Young Artist Jean-Michel Basquiat,"Steptoe, Javaka",,,,,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
Radio Silence,"Oseman, Alice",,,,,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
Rage and Ruin,"Armentrout, Jennifer L.",,,,Harbinger,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
Rainbow Boys,"Sanchez, Alex",,,,Rainbow Trilogy,Idaho,Kuna School District,February 2023,Banned Pending Investigation,Administration
Rainbow Boys,"Sanchez, Alex",,,,Rainbow Trilogy,Florida,Escambia County Public Schools,September 2022,Banned Pending Investigation,Formal Challenge
Rainbow Boys,"Sanchez, Alex",,,,Rainbow Trilogy,Florida,Marion County Public Schools,AY 2022-2023,Banned Pending Investigation,Formal Challenge
Rainbow High,"Sanchez, Alex",,,,Rainbow Trilogy,Florida,Marion County Public Schools,AY 2022-2023,Banned Pending Investigation,Formal Challenge
Rainbow Road,"Sanchez, Alex",,,,Rainbow Trilogy,Florida,Marion County Public Schools,AY 2022-2023,Banned Pending Investigation,Formal Challenge
Ramona Blue,"Murphy, Julie",,,,,Texas,Conroe Independent School District,November 2022,Banned from Libraries,Formal Challenge
Ramona Blue,"Murphy, Julie",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Ramona Blue,"Murphy, Julie",,,,,Florida,Clay County School District,September 2022,Banned Pending Investigation,Formal Challenge
Ramona Blue,"Murphy, Julie",,,,,Florida,Escambia County Public Schools,September 2022,Banned Pending Investigation,Formal Challenge
Ramona Blue,"Murphy, Julie",,,,,Florida,Martin County Schools,February 2023,Banned from Libraries and Classrooms,Formal Challenge
Ramona Blue,"Murphy, Julie",,,,,Florida,Volusia County Schools,June 2023,Banned from Libraries and Classrooms,Administration
Rant: The Oral Biography of Buster Casey,"Palahniuk, Chuck",,,,,Utah,Washington County School District,March 2023,Banned from Libraries and Classrooms,Administration
"Raphael: His Life, Works, and Times","Muntz, Eugene",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Raphael: School of Athens,"Dolcetta, Marco",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
"Rat Queens, Vol. 1: Sass & Sorcery","Wiebe, Kurtis J.",,"Upchurch, Roc",,Rat Queens,Texas,Frisco Independent School District,October 2022,Banned from Libraries and Classrooms,Administration
"Rat Queens, Vol. 2: The Far Reaching Tentacles of N'Rygoth","Wiebe, Kurtis J.",,"Upchurch, Roc; Šejić, Stjepan",,Rat Queens,Texas,Frisco Independent School District,October 2022,Banned from Libraries and Classrooms,Administration
"Rat Queens, Vol. 3: Demons","Wiebe, Kurtis J.",,"Fowler, Tess; Bonvillain, Tamra",,Rat Queens,Texas,Frisco Independent School District,October 2022,Banned from Libraries and Classrooms,Administration
Read with Me Bible: An NIV Story Bible for Children,Anonymous,,"Jones, Dennis",,,Florida,Brevard Public Schools,June 2023,Banned from Libraries and Classrooms,Informal Challenge
Reader's Digest Family Guide to the Bible,Editors of the Reader's Digest,,,,,Pennsylvania,Penncrest School District,February 2023,Banned Pending Investigation,Administration
Ready or Not,"Cabot, Meg",,,,All-American Girl,Florida,Clay County School District,September 2022,Banned from Libraries and Classrooms,Formal Challenge
Ready or Not,"Cabot, Meg",,,,All-American Girl,Florida,Escambia County Public Schools,September 2022,Banned Pending Investigation,Formal Challenge
Ready or Not,"Cabot, Meg",,,,All-American Girl,Florida,School District of Manatee County,July 2022,Banned from Libraries and Classrooms,Legislative Action
Ready Player One,"Cline, Ernest",,,,Ready Player One,Florida,Clay County School District,AY 2022-2023,Banned from Libraries and Classrooms,Administration/Formal Challenge
"Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver","Lockhart, E.",,,,,Pennsylvania,Pleasant Valley School District,July 2022,Banned Pending Investigation,Informal Challenge
"Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver","Lockhart, E.",,,,,Florida,Clay County School District,AY 2022-2023,Banned from Libraries and Classrooms,Administration/Formal Challenge
"Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver","Lockhart, E.",,,,,Florida,Duval County Public Schools,March 2023,Banned from Libraries and Classrooms,Administration
"Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver","Lockhart, E.",,,,,Florida,Highlands Schools,September 2022,Banned from Libraries and Classrooms,Informal Challenge
"Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver","Lockhart, E.",,,,,Florida,Marion County Public Schools,AY 2022-2023,Banned Pending Investigation,Formal Challenge
"Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver","Lockhart, E.",,,,,Florida,Okaloosa County Schools District,January 2023,Banned Pending Investigation,Administration
Rebecca,"du Maurier, Daphne",,,,,Texas,Frisco Independent School District,January 2023,Banned from Libraries,Administration
Red at the Bone,"Woodson, Jacqueline",,,,,Virginia,Spotsylvania County Public Schools,February 2023,Banned from Libraries and Classrooms,Formal Challenge
Red at the Bone,"Woodson, Jacqueline",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Red at the Bone,"Woodson, Jacqueline",,,,,Florida,Clay County School District,AY 2022-2023,Banned from Libraries and Classrooms,Administration/Formal Challenge
Red at the Bone,"Woodson, Jacqueline",,,,,Florida,Volusia County Schools,June 2023,Banned from Libraries and Classrooms,Administration
Red Hood,"Arnold, Elana K.",,,,,Virginia,Hanover County Public Schools,June 2023,Banned from Libraries and Classrooms,Informal Challenge
Red Hood,"Arnold, Elana K.",,,,,Virginia,Spotsylvania County Public Schools,October 2022,Banned from Libraries and Classrooms,Formal Challenge
Red Hood,"Arnold, Elana K.",,,,,Utah,Alpine School District,November 2022,Banned from Libraries,Legislative Action
Red Hood,"Arnold, Elana K.",,,,,Utah,Washington County School District,July 2022,Banned from Libraries and Classrooms,Informal Challenge
Red Hood,"Arnold, Elana K.",,,,,Texas,Conroe Independent School District,Spring 2023,Banned from Libraries and Classrooms,Administration
Red Hood,"Arnold, Elana K.",,,,,Texas,Frisco Independent School District,October 2022,Banned from Libraries and Classrooms,Administration
Red Hood,"Arnold, Elana K.",,,,,Texas,Keller Independent School District,Fall 2022,Banned from Libraries and Classrooms,Formal Challenge
Red Hood,"Arnold, Elana K.",,,,,Iowa,Carroll Community School District,August 2022,Banned Pending Investigation,Informal Challenge
Red Hood,"Arnold, Elana K.",,,,,Florida,Clay County School District,AY 2022-2023,Banned from Libraries and Classrooms,Administration/Formal Challenge
Red Hood,"Arnold, Elana K.",,,,,Florida,Escambia County Public Schools,September 2022,Banned Pending Investigation,Formal Challenge
Red Hood,"Arnold, Elana K.",,,,,Florida,Marion County Public Schools,AY 2022-2023,Banned Pending Investigation,Formal Challenge
Red Hood,"Arnold, Elana K.",,,,,Florida,School District of Manatee County,July 2022,Banned from Libraries and Classrooms,Legislative Action
Red Hood,"Arnold, Elana K.",,,,,Florida,Volusia County Schools,March 2023,Banned from Libraries and Classrooms,Administration
"Red, White, and Royal Blue","McQuiston, Casey",,,,,Wisconsin,School District of Somerset,February 2023,Banned Pending Investigation,Formal Challenge
"Red, White, and Royal Blue","McQuiston, Casey",,,,,Virginia,Spotsylvania County Public Schools,October 2022,Banned from Libraries and Classrooms,Formal Challenge
"Red, White, and Royal Blue","McQuiston, Casey",,,,,Utah,Davis School District,November 2022,Banned from Libraries and Classrooms,Formal Challenge
"Red, White, and Royal Blue","McQuiston, Casey",,,,,Utah,Granite School District,October 2022,Banned from Libraries and Classrooms,Formal Challenge
"Red, White, and Royal Blue","McQuiston, Casey",,,,,Texas,Conroe Independent School District,Spring 2023,Banned from Libraries and Classrooms,Administration
"Red, White, and Royal Blue","McQuiston, Casey",,,,,Texas,Keller Independent School District,Fall 2022,Banned from Libraries and Classrooms,Formal Challenge
"Red, White, and Royal Blue","McQuiston, Casey",,,,,Nebraska,Plattsmouth Community Schools,April 2023,Banned Pending Investigation,Formal Challenge
"Red, White, and Royal Blue","McQuiston, Casey",,,,,Michigan,Dearborn Public Schools,September 2022,Banned from Libraries and Classrooms,Unclear
"Red, White, and Royal Blue","McQuiston, Casey",,,,,Florida,Clay County School District,AY 2022-2023,Banned from Libraries and Classrooms,Administration/Formal Challenge
"Red, White, and Royal Blue","McQuiston, Casey",,,,,Florida,Escambia County Public Schools,October 2022,Banned Pending Investigation,Formal Challenge
"Red, White, and Royal Blue","McQuiston, Casey",,,,,Florida,St. John's County School District,January 2023,Banned Pending Investigation,Formal Challenge
"Red, White, and Royal Blue","McQuiston, Casey",,,,,Florida,Volusia County Schools,March 2023,Banned from Libraries and Classrooms,Administration
Red: A Crayon's Story,"Hall, Michael",,,,,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
Red: A Crayon's Story,"Hall, Michael",,,,,Florida,St. Lucie Public Schools,October 2022,Banned from Classrooms,Administration
"Reflections in Black: A History of Black Photographers, 1840 to the Present","Willis, Deborah",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Regretting You,"Hoover, Colleen",,,,,Texas,Conroe Independent School District,Spring 2023,Banned from Libraries and Classrooms,Administration
Regretting You,"Hoover, Colleen",,,,,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
Relish: My Life in the Kitchen,"Knisley, Lucy",,,,,Texas,Keller Independent School District,Fall 2022,Banned from Libraries and Classrooms,Formal Challenge
Relish: My Life in the Kitchen,"Knisley, Lucy",,,,,Florida,Escambia County Public Schools,May 2023,Banned Pending Investigation,Formal Challenge
Relish: My Life in the Kitchen,"Knisley, Lucy",,,,,Florida,Santa Rosa County District Schools,June 2023,Banned from Libraries and Classrooms,Formal Challenge
Relish: My Life in the Kitchen,"Knisley, Lucy",,,,,Florida,Volusia County Schools,June 2023,Banned from Libraries,Administration
Reluctantly Alice,"Naylor, Phyllis Reynolds",,,,Alice,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
Rembrandt: Supper at Emmaus,"Zeri, Federico",,,,One Hundred Paintings,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Remember When,"Roberts, Nora",,,,,Florida,Martin County Schools,March 2023,Banned from Libraries and Classrooms,Formal Challenge
Reminders of Him,"Hoover, Colleen",,,,,Texas,Conroe Independent School District,Spring 2023,Banned from Libraries and Classrooms,Administration
Renoir: Moulin de la Galette,"Zeri, Federico",,,,One Hundred Paintings,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Restore Me,"Mafi, Tahereh",,,,Shatter Me,Virginia,Madison County Public Schools,January 2023,Banned from Libraries and Classrooms,Administration
Rethinking Normal: A Memoir in Transition,"Hill, Katie Rain",,,,,North Carolina,Pender County Schools,February 2023,Banned Pending Investigation,Administration
Revelations,"de la Cruz, Melissa",,,,Blue Bloods,Texas,Frisco Independent School District,October 2022,Banned from Libraries,Administration
Reverie,"La Sala, Ryan",,,,,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
Revival,"King, Stephen",,,,,Pennsylvania,Penncrest School District,February 2023,Banned Pending Investigation,Administration
Rhymes with Witches,"Myracle, Lauren",,,,,Pennsylvania,Penncrest School District,February 2023,Banned Pending Investigation,Administration
Rick,"Gino, Alex",,,,,Texas,Lake Travis Independent School District,March 2023,Banned from Libraries and Classrooms,Informal Challenge
Rick,"Gino, Alex",,,,,Florida,The School District of Palm Beach County,July 2022,Banned from Libraries,Legislative Action
Ringer,"Oliver, Lauren",,,,Replica,Texas,Frisco Independent School District,March 2023,Banned from Libraries,Administration
Robin Williams,"Dougan, Andy",,,,,Pennsylvania,Penncrest School District,February 2023,Banned Pending Investigation,Administration
Rogue Wave,"Donnelly, Jennifer",,,,Waterfire Saga,Texas,Frisco Independent School District,October 2022,Banned from Libraries,Administration
"Roll of Thunder, Hear My Cry","Taylor, Mildred D.",,,,,Florida,The School District of Palm Beach County,July 2022,Banned Pending Investigation,Legislative Action
Rubens: Garden of Love,"Zeri, Federico",,,,One Hundred Paintings,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Rules (CL),"Lord, Cynthia",,,,,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
